Enhanced Marble Language Dataset - Generated on 2025-05-30 21:45:29
================================================================================

Dataset Statistics:
127. "I green marble move east bump into left then brown marble move east"
128. "I pink marble move east bump into black marble"
129. "I cyan marble move east bump into brown marble"
130. "I cyan marble move north bump into white marble then brown marble move east"
131. "I cyan marble move south bump into black marble"
132. "I cyan marble move east bump into red marble then purple marble move west"
133. "I yellow marble move south bump into red marble"
134. "I yellow marble move north bump into top then pink marble move north"
135. "I yellow marble move south bump into orange marble then green marble move west"
136. "I cyan marble move east bump into left then gray marble move east"
137. "I white marble move east bump into bottom then orange marble move south"
138. "I red marble move south bump into left"
139. "I orange marble move east bump into right then pink marble move south"
140. "I black marble move west bump into top"
141. "I red marble move south bump into left then green marble move east"
142. "I green marble move south bump into top then yellow marble move south"
143. "I red marble move north then pink marble move north"
144. "I pink marble move south bump into brown marble"
145. "I green marble move north bump into red marble"
146. "I orange marble move south bump into red marble"
147. "I black marble move south bump into blue marble"
148. "I black marble move east bump into right then green marble move east"
149. "I red marble move east bump into right"
150. "I green marble move east bump into black marble then purple marble move east"
151. "I white marble move south bump into cyan marble"
152. "I black marble move north bump into right then cyan marble move west"
153. "I cyan marble move east then green marble move north"
154. "I pink marble move west bump into right then green marble move west"
155. "I purple marble move north bump into left then white marble move north"
156. "I blue marble move south bump into brown marble then green marble move south"
157. "I pink marble move south bump into left then green marble move east"
158. "I pink marble move north bump into white marble"
159. "I green marble move east"
160. "I cyan marble move east bump into bottom then blue marble move north"
161. "I blue marble move west bump into red marble"
162. "I orange marble move east bump into top"
163. "I black marble move north bump into red marble"
164. "I blue marble move north bump into cyan marble then green marble move south"
165. "I orange marble move east then blue marble move north"
166. "I brown marble move west bump into cyan marble"
167. "I red marble move west bump into left"
168. "I orange marble move south bump into green marble then purple marble move east"
169. "I black marble move south bump into right then purple marble move west"
170. "I pink marble move west then purple marble move west"
171. "I green marble move east bump into left"
172. "I brown marble move north then green marble move south"
173. "I blue marble move east bump into left then purple marble move north"
174. "I white marble move east bump into red marble then yellow marble move east"
175. "I white marble move north bump into cyan marble then green marble move east"
176. "I cyan marble move west then yellow marble move west"
177. "I yellow marble move east then white marble move north"
178. "I gray marble move west bump into orange marble"
179. "I purple marble move west bump into brown marble"
180. "I white marble move north bump into bottom then gray marble move north"
181. "I pink marble move south"
182. "I cyan marble move north bump into right"
183. "I green marble move east bump into right then purple marble move east"
184. "I orange marble move east bump into right"
185. "I yellow marble move north then orange marble move west"
186. "I orange marble move south bump into green marble"
187. "I gray marble move east bump into red marble"
188. "I red marble move north bump into right"
189. "I black marble move south bump into bottom then brown marble move south"
190. "I black marble move east bump into white marble"
191. "I blue marble move east bump into yellow marble then red marble move west"
192. "I pink marble move east"
193. "I gray marble move south bump into yellow marble then brown marble move east"
194. "I black marble move west then pink marble move south"
195. "I white marble move south bump into bottom then black marble move west"
196. "I gray marble move west bump into cyan marble"
197. "I cyan marble move south bump into purple marble then red marble move north"
198. "I pink marble move west bump into white marble then orange marble move west"
199. "I purple marble move east bump into black marble"
200. "I brown marble move north bump into top"
201. "I blue marble move east bump into bottom then black marble move east"
202. "I white marble move south then orange marble move south"
203. "I blue marble move south bump into white marble then red marble move west"
204. "I gray marble move west bump into top then orange marble move west"
205. "I gray marble move south then cyan marble move north"
206. "I blue marble move east then green marble move north"
207. "I yellow marble move east bump into top"
208. "I white marble move south bump into cyan marble then brown marble move east"
209. "I pink marble move south bump into gray marble"
210. "I green marble move south bump into black marble"
211. "I white marble move north bump into brown marble"
212. "I gray marble move east bump into top then pink marble move south"
213. "I brown marble move north bump into right then white marble move west"
214. "I white marble move east then black marble move west"
215. "I brown marble move north bump into purple marble then black marble move south"
216. "I green marble move east bump into bottom"
217. "I purple marble move north bump into white marble"
218. "I gray marble move east bump into pink marble"
219. "I pink marble move east then red marble move north"
220. "I red marble move east then pink marble move south"
221. "I orange marble move west bump into right then white marble move east"
222. "I pink marble move east bump into orange marble"
223. "I red marble move south bump into blue marble"
224. "I pink marble move west bump into white marble"
225. "I black marble move south bump into left then pink marble move west"
226. "I white marble move east bump into right"
227. "I pink marble move east bump into top then orange marble move north"
228. "I yellow marble move east"
229. "I purple marble move north"
230. "I pink marble move north bump into gray marble"
231. "I red marble move east bump into yellow marble"
232. "I purple marble move east bump into pink marble then black marble move north"
233. "I green marble move south bump into blue marble"
234. "I pink marble move north bump into left"
235. "I white marble move south then red marble move south"
236. "I yellow marble move west bump into green marble then pink marble move north"
237. "I gray marble move east"
238. "I gray marble move south then white marble move west"
239. "I green marble move west bump into blue marble then cyan marble move east"
240. "I blue marble move north bump into cyan marble then purple marble move south"
241. "I blue marble move west bump into top"
242. "I blue marble move north then pink marble move east"
243. "I black marble move south then pink marble move east"
244. "I blue marble move west bump into top then red marble move north"
245. "I yellow marble move north bump into right then black marble move south"
246. "I purple marble move south bump into bottom"
247. "I purple marble move east"
248. "I brown marble move east bump into right then yellow marble move east"
249. "I red marble move east bump into bottom then brown marble move south"
250. "I purple marble move east bump into right"
251. "I orange marble move east then yellow marble move west"
252. "I pink marble move south bump into right then gray marble move north"
253. "I gray marble move south bump into orange marble then brown marble move south"
254. "I green marble move west bump into purple marble"
255. "I red marble move east bump into left then orange marble move south"
256. "I brown marble move east bump into right"
257. "I cyan marble move east then pink marble move east"
258. "I red marble move north bump into left then yellow marble move west"
259. "I purple marble move north bump into left then green marble move south"
260. "I brown marble move west bump into purple marble"
261. "I brown marble move east bump into black marble"
262. "I gray marble move east then black marble move south"
263. "I gray marble move west bump into bottom"
264. "I gray marble move east bump into top"
265. "I red marble move north bump into white marble then black marble move south"
266. "I brown marble move south bump into orange marble"
267. "I cyan marble move south bump into orange marble"
268. "I pink marble move east bump into right"
269. "I cyan marble move east bump into blue marble then pink marble move west"
270. "I brown marble move east bump into bottom"
271. "I purple marble move east then black marble move east"
272. "I brown marble move east bump into right then green marble move west"
273. "I yellow marble move north then green marble move north"
274. "I pink marble move west bump into bottom"
275. "I gray marble move south"
276. "I white marble move north bump into red marble"
277. "I brown marble move west bump into blue marble"
278. "I brown marble move south"
279. "I cyan marble move south bump into left"
280. "I green marble move north bump into cyan marble"
281. "I orange marble move south bump into pink marble"
282. "I cyan marble move south then blue marble move north"
283. "I black marble move west bump into top then yellow marble move west"
284. "I orange marble move south bump into right then yellow marble move west"
285. "I blue marble move south bump into top"
286. "I green marble move east bump into red marble then brown marble move south"
287. "I yellow marble move south bump into top then blue marble move east"
288. "I orange marble move west"
289. "I yellow marble move east bump into orange marble"
290. "I gray marble move south bump into purple marble"
291. "I red marble move north bump into green marble then yellow marble move east"
292. "I green marble move east bump into cyan marble"
293. "I orange marble move north bump into right"
294. "I yellow marble move south bump into right then white marble move north"
295. "I pink marble move east bump into cyan marble"
296. "I gray marble move south bump into right then brown marble move north"
297. "I orange marble move east bump into gray marble then red marble move north"
298. "I purple marble move west bump into bottom then gray marble move east"
299. "I orange marble move west bump into right"
300. "I purple marble move west bump into right"
301. "I blue marble move east then red marble move north"
302. "I orange marble move west then brown marble move south"
303. "I purple marble move east bump into right then red marble move north"
304. "I white marble move west bump into left"
305. "I purple marble move east bump into left"
306. "I pink marble move south bump into cyan marble"
307. "I yellow marble move south bump into bottom then white marble move north"
308. "I gray marble move east bump into brown marble"
309. "I orange marble move east bump into red marble"
310. "I orange marble move west bump into red marble then gray marble move north"
311. "I yellow marble move west bump into red marble then green marble move south"
312. "I red marble move north bump into left"
313. "I green marble move south bump into cyan marble"
314. "I blue marble move east then yellow marble move east"
315. "I cyan marble move south bump into green marble then brown marble move north"
316. "I black marble move east bump into right then green marble move south"
317. "I green marble move north then gray marble move south"
318. "I brown marble move west bump into bottom"
319. "I red marble move east bump into left then green marble move west"
320. "I red marble move south then black marble move west"
321. "I black marble move west bump into gray marble then blue marble move south"
322. "I purple marble move west bump into right then cyan marble move east"
323. "I blue marble move west bump into orange marble"
324. "I white marble move south bump into green marble"
325. "I black marble move east bump into brown marble"
326. "I gray marble move north bump into purple marble"
327. "I orange marble move east bump into black marble then purple marble move east"
328. "I orange marble move west then white marble move north"
329. "I blue marble move north bump into black marble then red marble move south"
330. "I orange marble move east bump into bottom then yellow marble move west"
331. "I blue marble move east then pink marble move west"
332. "I black marble move south bump into red marble then blue marble move east"
333. "I orange marble move south bump into yellow marble"
334. "I orange marble move east bump into cyan marble"
335. "I yellow marble move west bump into green marble then red marble move north"
336. "I cyan marble move south bump into pink marble"
337. "I gray marble move west bump into right then blue marble move west"
338. "I brown marble move south bump into blue marble"
339. "I brown marble move east bump into red marble then black marble move north"
340. "I white marble move north bump into black marble"
341. "I brown marble move east bump into white marble"
342. "I green marble move west then black marble move west"
343. "I black marble move west"
344. "I green marble move west bump into yellow marble then pink marble move south"
345. "I yellow marble move north bump into brown marble"
346. "I yellow marble move south bump into left"
347. "I blue marble move south bump into bottom then cyan marble move south"
348. "I gray marble move south bump into yellow marble"
349. "I yellow marble move north bump into gray marble then red marble move west"
350. "I purple marble move west bump into right then cyan marble move west"
351. "I cyan marble move south bump into right then purple marble move east"
352. "I gray marble move north bump into blue marble"
353. "I brown marble move west bump into left then gray marble move north"
354. "I blue marble move north then cyan marble move east"
355. "I white marble move south bump into cyan marble then red marble move north"
356. "I brown marble move north then white marble move east"
357. "I black marble move west bump into bottom then green marble move south"
358. "I orange marble move north then black marble move south"
359. "I blue marble move north then yellow marble move south"
360. "I pink marble move west bump into right then black marble move west"
361. "I purple marble move north bump into gray marble"
362. "I green marble move west bump into bottom"
363. "I green marble move east bump into black marble"
364. "I yellow marble move north bump into left then white marble move east"
365. "I white marble move north bump into pink marble"
366. "I yellow marble move north then white marble move south"
367. "I green marble move north bump into white marble"
368. "I black marble move south then pink marble move north"
369. "I black marble move north then pink marble move west"
370. "I cyan marble move east bump into top"
371. "I red marble move north bump into black marble"
372. "I blue marble move east bump into left then gray marble move north"
373. "I black marble move north bump into gray marble then orange marble move west"
374. "I red marble move north bump into left then purple marble move east"
375. "I blue marble move east bump into brown marble"
376. "I pink marble move south bump into blue marble"
377. "I cyan marble move east then orange marble move south"
378. "I blue marble move north bump into bottom then green marble move east"
379. "I gray marble move west then purple marble move west"
380. "I black marble move south bump into red marble then gray marble move east"
381. "I green marble move north bump into brown marble"
382. "I white marble move south bump into top"
383. "I green marble move east bump into top then purple marble move north"
384. "I red marble move north bump into white marble"
385. "I black marble move west bump into left then pink marble move south"
386. "I brown marble move west then cyan marble move north"
387. "I cyan marble move south bump into top"
388. "I pink marble move west bump into cyan marble"
389. "I black marble move south bump into gray marble"
390. "I purple marble move south bump into top then cyan marble move west"
391. "I orange marble move north bump into blue marble"
392. "I green marble move north bump into right"
393. "I pink marble move north bump into yellow marble"
394. "I red marble move south bump into bottom"
395. "I cyan marble move north then brown marble move west"
396. "I gray marble move west bump into top"
397. "I green marble move south"
398. "I red marble move east bump into right then gray marble move west"
399. "I white marble move north bump into right"
400. "I gray marble move north bump into top"
401. "I orange marble move south bump into top then green marble move south"
402. "I cyan marble move north bump into orange marble"
403. "I red marble move east bump into gray marble"
404. "I orange marble move south bump into top then gray marble move west"
405. "I orange marble move north bump into cyan marble"
406. "I purple marble move south bump into red marble"
407. "I orange marble move east bump into left then black marble move west"
408. "I white marble move west bump into bottom then purple marble move east"
409. "I white marble move south bump into left then brown marble move north"
410. "I blue marble move east bump into right"
411. "I white marble move north bump into cyan marble"
412. "I white marble move south bump into left"
413. "I orange marble move east bump into pink marble"
414. "I black marble move south bump into top then red marble move east"
415. "I white marble move east bump into purple marble"
416. "I purple marble move north bump into left"
417. "I pink marble move east bump into bottom"
418. "I pink marble move east bump into yellow marble"
419. "I white marble move south bump into blue marble"
420. "I red marble move south bump into white marble"
421. "I orange marble move north bump into top then green marble move east"
422. "I gray marble move east bump into left"
423. "I pink marble move south bump into left then brown marble move east"
424. "I cyan marble move west bump into top"
425. "I yellow marble move west bump into bottom"
426. "I pink marble move west bump into red marble then yellow marble move south"
427. "I yellow marble move east bump into right"
428. "I pink marble move south bump into purple marble"
429. "I pink marble move west"
430. "I green marble move east bump into yellow marble then red marble move south"
431. "I black marble move east bump into pink marble"
432. "I white marble move east bump into orange marble then green marble move west"
433. "I orange marble move north bump into black marble"
434. "I white marble move north bump into left then brown marble move west"
435. "I blue marble move west bump into pink marble then purple marble move east"
436. "I cyan marble move south then pink marble move east"
437. "I gray marble move west bump into yellow marble"
438. "I red marble move west bump into bottom then black marble move west"
439. "I pink marble move west bump into top"
440. "I blue marble move west bump into left then cyan marble move west"
441. "I gray marble move east bump into bottom then pink marble move south"
442. "I cyan marble move south bump into pink marble then blue marble move north"
443. "I yellow marble move north then gray marble move north"
444. "I green marble move east bump into gray marble then white marble move east"
445. "I gray marble move south bump into left then blue marble move east"
446. "I yellow marble move east bump into right then cyan marble move north"
447. "I pink marble move east bump into brown marble"
448. "I brown marble move west bump into red marble then black marble move east"
449. "I purple marble move north then gray marble move south"
450. "I purple marble move east bump into gray marble"
451. "I brown marble move north then cyan marble move south"
452. "I blue marble move west"
453. "I purple marble move west then black marble move west"
454. "I black marble move east bump into bottom"
455. "I blue marble move north bump into left then gray marble move west"
456. "I black marble move south bump into left"
457. "I pink marble move north"
458. "I purple marble move north bump into top"
459. "I black marble move south bump into right"
460. "I pink marble move west bump into purple marble"
461. "I orange marble move east bump into left then red marble move north"
462. "I white marble move west bump into right"
463. "I green marble move south bump into bottom then black marble move east"
464. "I cyan marble move west"
465. "I white marble move south bump into bottom then gray marble move east"
466. "I green marble move south bump into gray marble"
467. "I red marble move south bump into yellow marble then black marble move west"
468. "I purple marble move west bump into left then cyan marble move east"
469. "I red marble move west bump into black marble then green marble move north"
470. "I green marble move east bump into orange marble then black marble move south"
471. "I orange marble move west bump into white marble"
472. "I gray marble move west bump into purple marble then brown marble move east"
473. "I cyan marble move east bump into white marble"
474. "I purple marble move north bump into green marble"
475. "I purple marble move west bump into bottom"
476. "I cyan marble move east bump into gray marble"
477. "I green marble move north bump into left then red marble move east"
478. "I yellow marble move south bump into top"
479. "I yellow marble move south bump into cyan marble then gray marble move south"
480. "I white marble move east bump into bottom"
481. "I white marble move west bump into pink marble then yellow marble move west"
482. "I white marble move south then red marble move east"
483. "I gray marble move west bump into blue marble"
484. "I cyan marble move north bump into red marble"
485. "I cyan marble move south bump into bottom"
486. "I cyan marble move east then white marble move north"
487. "I green marble move south bump into bottom then brown marble move north"
488. "I blue marble move south bump into yellow marble then green marble move west"
489. "I yellow marble move south bump into white marble then pink marble move south"
490. "I gray marble move north bump into black marble"
491. "I cyan marble move south bump into green marble then gray marble move south"
492. "I blue marble move east then green marble move south"
493. "I orange marble move east bump into right then gray marble move west"
494. "I green marble move east bump into right then purple marble move north"
495. "I brown marble move north bump into black marble"
496. "I purple marble move west bump into white marble"
497. "I cyan marble move west bump into top then gray marble move east"
498. "I blue marble move east then purple marble move west"
499. "I blue marble move west bump into bottom"
500. "I pink marble move north bump into black marble"
501. "I gray marble move west bump into cyan marble then red marble move south"
502. "I black marble move east bump into green marble"
503. "I black marble move east bump into left"
504. "I white marble move west bump into left then brown marble move west"
505. "I white marble move east bump into gray marble"
506. "I black marble move west bump into yellow marble then red marble move south"
507. "I red marble move west bump into orange marble"
508. "I blue marble move east bump into left"
509. "I blue marble move north bump into top"
510. "I white marble move north bump into top"
511. "I yellow marble move east bump into right then gray marble move east"
512. "I gray marble move west bump into red marble"
513. "I purple marble move north bump into pink marble"
514. "I white marble move east then cyan marble move east"
515. "I blue marble move north bump into pink marble"
516. "I cyan marble move north then pink marble move west"
517. "I white marble move east bump into green marble"
518. "I yellow marble move west bump into left then purple marble move south"
519. "I blue marble move south bump into red marble"
520. "I red marble move west bump into left then black marble move north"
521. "I pink marble move south bump into black marble"
522. "I red marble move west bump into right"
523. "I purple marble move north bump into green marble then yellow marble move north"
524. "I cyan marble move south then blue marble move west"
525. "I gray marble move east bump into right"
526. "I orange marble move west bump into left then blue marble move south"
527. "I cyan marble move north then yellow marble move south"
528. "I green marble move east bump into orange marble"
529. "I black marble move east bump into green marble then yellow marble move west"
530. "I cyan marble move north bump into left"
531. "I white marble move west bump into brown marble"
532. "I purple marble move south bump into gray marble then green marble move east"
533. "I orange marble move west bump into bottom then cyan marble move north"
534. "I gray marble move south bump into green marble"
535. "I yellow marble move west bump into left then blue marble move south"
536. "I black marble move west bump into cyan marble"
537. "I brown marble move north then green marble move north"
538. "I cyan marble move east then white marble move east"
539. "I red marble move west bump into pink marble then black marble move south"
540. "I red marble move east bump into green marble"
541. "I yellow marble move east bump into left"
542. "I orange marble move west bump into left"
543. "I pink marble move east bump into green marble then gray marble move south"
544. "I yellow marble move north bump into blue marble then purple marble move east"
545. "I white marble move east then brown marble move west"
546. "I cyan marble move east bump into left"
547. "I gray marble move east bump into left then cyan marble move north"
548. "I white marble move east bump into red marble then yellow marble move west"
549. "I blue marble move east bump into bottom"
550. "I yellow marble move east then gray marble move south"
551. "I cyan marble move west bump into left"
552. "I green marble move south bump into bottom"
553. "I black marble move west bump into yellow marble"
554. "I blue marble move south then yellow marble move north"
555. "I green marble move south bump into right then purple marble move east"
556. "I green marble move east bump into red marble"
557. "I gray marble move south bump into top then pink marble move north"
558. "I black marble move north bump into right then brown marble move east"
559. "I pink marble move west bump into left"
560. "I brown marble move west bump into left"
561. "I red marble move north then purple marble move west"
562. "I brown marble move west bump into right"
563. "I cyan marble move north bump into top"
564. "I pink marble move west bump into red marble"
565. "I yellow marble move west"
566. "I black marble move west bump into right then cyan marble move west"
567. "I pink marble move west bump into yellow marble"
568. "I green marble move west"
569. "I white marble move south bump into right"
570. "I gray marble move west bump into green marble then purple marble move west"
571. "I green marble move west bump into top"
572. "I yellow marble move north bump into purple marble then green marble move west"
573. "I yellow marble move north bump into top"
574. "I yellow marble move south bump into black marble"
575. "I blue marble move north bump into purple marble"
576. "I yellow marble move south"
577. "I black marble move east"
578. "I brown marble move west bump into bottom then black marble move south"
579. "I green marble move south bump into right then brown marble move west"
580. "I gray marble move south bump into bottom then green marble move east"
581. "I pink marble move north bump into green marble"
582. "I white marble move north bump into cyan marble then purple marble move east"
583. "I black marble move south bump into right then red marble move south"
584. "I pink marble move south bump into bottom"
585. "I gray marble move south bump into left then green marble move west"
586. "I blue marble move east bump into bottom then cyan marble move east"
587. "I pink marble move north then yellow marble move east"
588. "I purple marble move north then yellow marble move west"
589. "I red marble move east bump into white marble"
590. "I blue marble move north then cyan marble move south"
591. "I blue marble move east"
592. "I black marble move east bump into purple marble"
593. "I green marble move north bump into orange marble"
594. "I cyan marble move west bump into brown marble"
595. "I brown marble move east bump into green marble then pink marble move north"
596. "I green marble move south bump into right"
597. "I blue marble move south then green marble move west"
598. "I blue marble move east bump into right then orange marble move east"
599. "I purple marble move west bump into bottom then black marble move south"
600. "I cyan marble move south bump into white marble then brown marble move east"
601. "I gray marble move east then pink marble move west"
602. "I black marble move north then white marble move south"
603. "I yellow marble move north bump into left"
604. "I purple marble move north bump into bottom then red marble move east"
605. "I brown marble move west bump into green marble then gray marble move east"
606. "I purple marble move east bump into orange marble then black marble move south"
607. "I black marble move east bump into cyan marble"
608. "I cyan marble move east bump into top then brown marble move north"
609. "I white marble move east bump into orange marble then cyan marble move east"
610. "I blue marble move south bump into bottom then brown marble move east"
611. "I white marble move east bump into right then orange marble move west"
612. "I blue marble move west bump into purple marble"
613. "I blue marble move south bump into right then purple marble move west"
614. "I blue marble move west bump into right then green marble move north"
615. "I purple marble move west bump into left"
616. "I purple marble move north bump into blue marble then green marble move east"
617. "I purple marble move west bump into pink marble then gray marble move south"
618. "I orange marble move east then brown marble move west"
619. "I purple marble move south bump into top"
620. "I purple marble move north bump into yellow marble then cyan marble move west"
621. "I black marble move north bump into right"
622. "I white marble move west bump into top then green marble move east"
623. "I pink marble move west bump into green marble"
624. "I pink marble move south bump into right"
625. "I red marble move east bump into yellow marble then blue marble move east"
626. "I green marble move south bump into brown marble"
627. "I red marble move south bump into right then pink marble move west"
628. "I pink marble move east then cyan marble move west"
629. "I brown marble move west bump into top"
630. "I orange marble move west bump into pink marble then red marble move north"
631. "I brown marble move south bump into bottom"
632. "I white marble move east then gray marble move east"
633. "I white marble move east bump into blue marble"
634. "I orange marble move north bump into bottom then yellow marble move south"
635. "I blue marble move west bump into left then orange marble move north"
636. "I brown marble move west"
637. "I brown marble move east bump into purple marble then red marble move west"
638. "I orange marble move south bump into white marble then blue marble move east"
639. "I pink marble move south bump into bottom then brown marble move east"
640. "I brown marble move west bump into white marble"
641. "I yellow marble move west bump into top then purple marble move north"
642. "I cyan marble move west bump into yellow marble"
643. "I black marble move west bump into left then orange marble move south"
644. "I red marble move east bump into bottom then cyan marble move south"
645. "I pink marble move west then black marble move west"
646. "I gray marble move east bump into green marble"
647. "I green marble move south bump into red marble"
648. "I white marble move west bump into blue marble"
649. "I orange marble move north bump into left"
650. "I purple marble move south bump into black marble"
651. "I blue marble move north bump into right"
652. "I white marble move north then green marble move east"
653. "I red marble move north bump into top"
654. "I green marble move west bump into yellow marble"
655. "I black marble move north bump into pink marble"
656. "I blue marble move east bump into purple marble"
657. "I red marble move east then cyan marble move west"
658. "I orange marble move west bump into right then cyan marble move north"
659. "I blue marble move north bump into green marble then black marble move north"
660. "I brown marble move east bump into top"
661. "I brown marble move north bump into left then orange marble move south"
662. "I pink marble move south bump into top"
663. "I blue marble move south bump into green marble then orange marble move north"
664. "I cyan marble move east bump into orange marble"
665. "I cyan marble move south then blue marble move south"
666. "I orange marble move east then pink marble move west"
667. "I cyan marble move south bump into right then green marble move west"
668. "I orange marble move south bump into right then green marble move south"
669. "I purple marble move west bump into left then pink marble move east"
670. "I brown marble move south bump into blue marble then gray marble move south"
671. "I black marble move east bump into yellow marble"
672. "I green marble move east then yellow marble move south"
673. "I black marble move west then gray marble move west"
674. "I cyan marble move west bump into black marble then pink marble move south"
675. "I black marble move south bump into white marble"
676. "I purple marble move south bump into right"
677. "I orange marble move south bump into blue marble"
678. "I pink marble move south bump into orange marble"
679. "I brown marble move south bump into pink marble then purple marble move south"
680. "I black marble move south bump into red marble"
681. "I purple marble move south bump into yellow marble then white marble move north"
682. "I black marble move north"
683. "I purple marble move north bump into top then pink marble move north"
684. "I gray marble move south then blue marble move south"
685. "I white marble move north bump into orange marble"
686. "I cyan marble move north bump into bottom then red marble move south"
687. "I cyan marble move south bump into right then blue marble move west"
688. "I white marble move west bump into green marble"
689. "I black marble move west then cyan marble move east"
690. "I brown marble move north then blue marble move east"
691. "I brown marble move west bump into pink marble then purple marble move north"
