Enhanced Marble Language Dataset - Generated on 2025-05-31 01:34:31
================================================================================

Dataset Statistics:
290. "I lime move east bump top bump right bump bottom died | 5 | 6"
291. "I green move west bump left bump top then green move west bump left bump top then green move north | 6"
292. "I coral born | 6"
293. "I gray move south then gray move north then gray move south bump top then gray move south bump bottom died | 5 | 6"
294. "I purple born | 6"
295. "I violet still then violet move west then violet move west then violet move north bump top bump bottom died | 5 | 6"
296. "I gold move north bump top I coral move south then gold move west then gold move south bump coral marble move west | 6"
297. "I gold move south then gold move east then gold move north then gold move west bump top then gold move north | 6"
298. "I coral move east bump right then coral move west bump right then coral move north bump top bump left | 6"
299. "I gold move south then gold move south then gold move north bump right then gold move south then gold move south | 6"
300. "I blue born | 6"
301. "I gold move east bump right then gold move west bump left bump left then gold move east bump bottom died | 5 | 6"
302. "I purple move north bump top I teal move south bump right then purple move north bump top bump teal marble move west | 6"
303. "I navy born | 6"
304. "I purple move south bump bottom died | 5 | 6"
305. "I blue still bump left bump left bump right then blue move south then blue move west then blue move east | 6"
306. "I purple born | 6"
307. "I green move south bump bottom died | 5 | 6"
308. "I black born | 6"
309. "I coral move west bump left bump right then coral move south then coral move south bump bottom died | 5 | 6"
310. "I silver born | 6"
311. "I teal move north bump top I yellow move south bump yellow marble move east then teal move west bump bottom died | 5 | 6"
312. "I red born | 6"
313. "I blue move east bump right then blue move east then blue move east bump bottom died | 5 | 6"
314. "I cyan born | 6"
315. "I navy move west bump left then navy move north then navy move west bump right bump bottom died | 5 | 6"
316. "I silver still bump left bump right bump right then silver move south then silver move south then silver move east | 6"
317. "I orange born | 6"
318. "I red move south bump bottom died | 5 | 6"
319. "I silver move west bump left bump left bump left then silver move south bump right bump right bump top | 6"
320. "I black move east bump right then black move west then black move east then black move north bump left | 6"
321. "I cyan move east bump right then cyan move north then cyan move north then cyan move east then cyan move north | 6"
322. "I orange still bump right bump right bump top then orange move north then orange move south bump right then orange move east | 6"
323. "I purple move north bump top I cyan move south bump top bump top then purple move east then purple move east | 6"
324. "I orange move east bump right then orange move south bump left then orange move north bump left then orange move north | 6"
325. "I cyan move east then cyan move east bump right then cyan move north bump top bump right then cyan move north | 6"
326. "I yellow move east bump right bump top then yellow move east then yellow move south then yellow move west | 6"
327. "I navy born | 6"
328. "I yellow move east bump right bump bottom died | 5 | 6"
329. "I silver move east bump right bump left then silver move east then silver move west bump right bump left | 6"
330. "I purple move west bump left then purple move south then purple move west bump top bump right then purple move south | 6"
331. "I orange move west bump left bump top bump top then orange move north then orange move east then orange move north | 6"
332. "I navy move north bump top I black move south then navy move west then navy move south then navy move north | 6"
333. "I orange born | 6"
334. "I orange move south bump bottom died | 5 | 6"
335. "I cyan move east then cyan move east then cyan move south then cyan move east bump right then cyan move east | 6"
336. "I orange still bump top I silver move south then silver move east then orange move west bump right bump right | 6"
337. "I teal born | 6"
338. "I cyan move south bump bottom died | 5 | 6"
339. "I orange move east bump right then orange move east bump top then orange move east then orange move west | 6"
340. "I brown born | 6"
341. "I black still bump bottom died | 5 | 6"
342. "I orange move west bump left then orange move east bump top then orange move east then orange move south | 6"
343. "I orange move north then orange move west bump top then orange move west then orange move south bump top | 6"
344. "I brown move west then brown move west then brown move west then brown move east then brown move south | 6"
345. "I silver move east bump right then silver move south then silver move south then silver move east then silver move south | 6"
346. "I lime born | 6"
347. "I orange move south then orange move north bump bottom died | 5 | 6"
348. "I navy move north bump top I brown move south then brown move east bump brown marble move south bump brown marble move east | 6"
349. "I navy still bump top I lime move south then lime move east bump left then navy move north bump right | 6"
350. "I coral born | 6"
351. "I purple move north bump top I lime move south bump lime marble move south bump bottom died | 5 | 6"
352. "I teal move west bump left bump right bump left then teal move south bump top then teal move north | 6"
353. "I lime move west bump left then lime move south then lime move west then lime move west then lime move east | 6"
354. "I navy move north bump left bump right then navy move south then navy move north then navy move east | 6"
355. "I teal move east bump right then teal move south bump left bump left bump left bump top then teal move north | 6"
356. "I black born | 6"
357. "I coral still then coral move east then coral move south then coral move north then coral move west bump bottom died | 5 | 6"
358. "I orange born | 6"
359. "I lime still bump left then lime move south then lime move south bump right bump bottom died | 5 | 6"
360. "I brown move east bump right bump left then brown move north bump left bump top bump right then brown move east | 6"
361. "I black move east then black move east bump right then black move east bump right bump left bump right | 6"
362. "I teal move east then teal move south bump left bump top then teal move west then teal move south | 6"
363. "I black move east bump right then black move east then black move north bump right then black move south | 6"
364. "I cyan born | 6"
365. "I brown move south bump bottom died | 5 | 6"
366. "I green born | 6"
367. "I teal move south bump bottom died | 5 | 6"
368. "I blue born | 6"
369. "I black move east bump right bump right bump bottom died | 5 | 6"
370. "I silver still bump top I blue move south bump blue marble move east then silver move east then silver move east | 6"
371. "I silver still bump top I green move south then silver move north then silver move north then silver move north | 6"
372. "I navy still bump left bump top then navy move north then navy move south then navy move west then navy move west | 6"
373. "I indigo born | 6"
374. "I silver still bump top I green move south then silver move south bump bottom died | 5 | 6"
375. "I gray born | 6"
376. "I indigo move east bump right then indigo move west then indigo move west bump top bump left bump bottom died | 5 | 6"
377. "I gray move east bump right then gray move east then gray move south bump left then gray move west | 6"
378. "I indigo born | 6"
379. "I orange still bump bottom died | 5 | 6"
380. "I coral born | 6"
381. "I indigo move south bump bottom died | 5 | 6"
382. "I navy move north bump top I gray move south then gray move west then navy move west then navy move south | 6"
383. "I navy move east then navy move north bump top then navy move east then navy move east bump top | 6"
384. "I brown born | 6"
385. "I blue move west bump left bump left bump bottom died | 5 | 6"
386. "I cyan move north bump top I coral move south bump left bump coral marble move east bump coral marble move north | 6"
387. "I yellow born | 6"
388. "I cyan move west bump left bump right bump bottom died | 5 | 6"
389. "I violet born | 6"
390. "I yellow move west then yellow move south bump left bump left then yellow move south bump bottom died | 5 | 6"
391. "I navy move north bump top I coral move south bump coral marble move south bump top then navy move east | 6"
392. "I coral move north bump top I green move south then green move east then coral move east then coral move south | 6"
393. "I red born | 6"
394. "I navy move south bump bottom died | 5 | 6"
395. "I pink born | 6"
396. "I green move south bump bottom died | 5 | 6"
397. "I gold born | 6"
398. "I brown move south bump left bump left bump bottom died | 5 | 6"
399. "I silver born | 6"
400. "I pink move south bump bottom died | 5 | 6"
401. "I gold move east bump right then gold move west then gold move west bump left bump top then gold move north | 6"
402. "I indigo born | 6"
403. "I red move west bump left then red move north bump right bump top bump bottom died | 5 | 6"
404. "I gold move north bump top I violet move south then violet move west then gold move north then gold move west | 6"
405. "I gold still bump left bump top bump top then gold move south then gold move south then gold move north | 6"
406. "I coral born | 6"
407. "I coral move east then coral move west bump bottom died | 5 | 6"
408. "I indigo move west bump left then indigo move east bump left then indigo move west then indigo move east | 6"
409. "I gold move west bump left bump right bump top then gold move south then gold move south bump right | 6"
410. "I pink born | 6"
411. "I gray move south bump bottom died | 5 | 6"
412. "I silver move west bump left then silver move south bump left bump top bump left then silver move east | 6"
413. "I pink move east bump right then pink move north bump top then pink move west bump top then pink move north | 6"
414. "I brown born | 6"
415. "I coral still then coral move north then coral move east bump bottom died | 5 | 6"
416. "I lime born | 6"
417. "I violet move west bump top then violet move east then violet move north bump left bump bottom died | 5 | 6"
418. "I gold move west bump left then gold move west bump top then gold move east then gold move north | 6"
419. "I cyan born | 6"
420. "I lime move west bump left then lime move west then lime move east bump bottom died | 5 | 6"
421. "I indigo move north bump top I silver move south then indigo move north then indigo move south bump left | 6"
422. "I blue born | 6"
423. "I pink move east bump right bump top bump top bump left then pink move south bump bottom died | 5 | 6"
424. "I indigo born | 6"
425. "I indigo still then indigo move north bump left then indigo move south then indigo move north bump bottom died | 5 | 6"
426. "I coral born | 6"
427. "I silver move north bump top I cyan move south then cyan move south then silver move north bump bottom died | 5 | 6"
428. "I indigo born | 6"
429. "I indigo move west bump left bump right bump top bump bottom died | 5 | 6"
430. "I pink born | 6"
431. "I brown move south bump bottom died | 5 | 6"
432. "I gray born | 6"
433. "I blue move south bump bottom died | 5 | 6"
434. "I indigo move south then indigo move south then indigo move east then indigo move east bump top then indigo move east | 6"
435. "I green born | 6"
436. "I pink move west bump left bump bottom died | 5 | 6"
437. "I lime born | 6"
438. "I cyan move south bump bottom died | 5 | 6"
439. "I gray move west bump left then gray move north bump left bump right then gray move west bump left | 6"
440. "I red born | 6"
441. "I coral still bump right bump right bump top then coral move west bump bottom died | 5 | 6"
442. "I pink born | 6"
443. "I gray still bump left bump bottom died | 5 | 6"
444. "I green move west bump left then green move west bump right then green move east then green move south | 6"
445. "I green still bump top I red move south then red move north bump red marble move south bump red marble move east | 6"
446. "I teal born | 6"
447. "I gold move south bump bottom died | 5 | 6"
448. "I pink move north then pink move west bump top then pink move north bump left bump top then pink move east | 6"
449. "I pink still bump left then pink move north then pink move west then pink move north then pink move north | 6"
450. "I gray born | 6"
451. "I red move east bump right then red move south then red move south bump bottom died | 5 | 6"
452. "I indigo move south then indigo move east bump left then indigo move south then indigo move north then indigo move south | 6"
453. "I indigo move west bump left then indigo move south bump top bump left then indigo move south then indigo move south | 6"
454. "I black born | 6"
455. "I teal move south bump bottom died | 5 | 6"
456. "I indigo move west bump left then indigo move south then indigo move east bump left then indigo move west | 6"
457. "I black still bump right then black move east bump left bump right bump top then black move west then black move west | 6"
458. "I orange born | 6"
459. "I lime still then lime move north then lime move south bump bottom died | 5 | 6"
460. "I gold born | 6"
461. "I pink move west bump right then pink move south bump right bump left bump bottom died | 5 | 6"
462. "I gray still bump right bump top then gray move south bump top then gray move north then gray move south | 6"
463. "I green move east then green move south then green move east then green move east then green move north | 6"
464. "I orange move south then orange move east bump top bump left then orange move east bump left then orange move east | 6"
465. "I coral born | 6"
466. "I gray move east bump right then gray move south then gray move west bump bottom died | 5 | 6"
467. "I coral still bump left bump left then coral move west bump top bump left bump right then coral move south | 6"
468. "I red born | 6"
469. "I black move west bump left bump bottom died | 5 | 6"
470. "I yellow born | 6"
471. "I red move south bump bottom died | 5 | 6"
472. "I pink born | 6"
473. "I yellow move west bump left then yellow move west bump bottom died | 5 | 6"
474. "I blue born | 6"
475. "I coral move west bump left bump bottom died | 5 | 6"
476. "I gray born | 6"
477. "I green move south bump bottom died | 5 | 6"
478. "I orange still bump left then orange move east bump right then orange move north bump right then orange move north | 6"
479. "I brown born | 6"
480. "I blue move west bump bottom died | 5 | 6"
481. "I orange move north bump top I indigo move south then orange move north bump indigo marble move south bump left | 6"
482. "I red born | 6"
483. "I brown still bump right bump bottom died | 5 | 6"
484. "I gold still bump left then gold move east bump left bump top then gold move east then gold move north | 6"
485. "I pink move north bump top I gray move south then gray move south then pink move north then pink move west | 6"
486. "I cyan born | 6"
487. "I red still bump right bump left bump bottom died | 5 | 6"
488. "I cyan move north bump top I gray move south bump gray marble move west bump gray marble move north bump gray marble move south | 6"
489. "I white born | 6"
490. "I indigo still bump right then indigo move east bump bottom died | 5 | 6"
491. "I coral born | 6"
492. "I pink still bump bottom died | 5 | 6"
493. "I cyan move north bump top I gray move south then cyan move east bump top then cyan move north | 6"
494. "I coral move north bump top I gold move south then coral move west then coral move south bump gold marble move south | 6"
495. "I cyan move north bump top I gray move south then cyan move east then cyan move north then cyan move west | 6"
496. "I gold still then gold move east then gold move west bump right then gold move east bump left then gold move south | 6"
497. "I blue born | 6"
498. "I white move east bump right bump bottom died | 5 | 6"
499. "I green born | 6"
500. "I gray move south bump bottom died | 5 | 6"
501. "I teal born | 6"
502. "I gold move north bump top I green move south bump bottom died | 5 | 6"
503. "I orange move east then orange move west bump right then orange move south then orange move west bump left | 6"
504. "I white born | 6"
505. "I teal move south bump bottom died | 5 | 6"
506. "I blue move east bump right then blue move west bump left then blue move south then blue move east | 6"
507. "I white move north bump top I blue move south then white move east bump blue marble move east bump top | 6"
508. "I green move east then green move east bump top then green move east then green move west bump left | 6"
509. "I lime born | 6"
510. "I cyan move west bump left then cyan move south then cyan move north bump bottom died | 5 | 6"
511. "I green born | 6"
512. "I green move south then green move south then green move north bump bottom died | 5 | 6"
513. "I blue move east bump right bump left then blue move east then blue move west then blue move west | 6"
514. "I blue move west then blue move east then blue move south then blue move east then blue move east | 6"
515. "I brown born | 6"
516. "I lime move west then lime move south then lime move west then lime move east bump top bump bottom died | 5 | 6"
517. "I cyan born | 6"
518. "I orange move south then orange move south bump right bump bottom died | 5 | 6"
519. "I white move south then white move north bump left then white move north bump left then white move east | 6"
520. "I gold born | 6"
521. "I blue move south bump bottom died | 5 | 6"
522. "I white move north bump top I gold move south then white move north then white move west bump left | 6"
523. "I violet born | 6"
524. "I brown move west bump left then brown move south bump bottom died | 5 | 6"
525. "I lime born | 6"
526. "I violet move south then violet move south bump bottom died | 5 | 6"
527. "I indigo born | 6"
528. "I gold move south bump bottom died | 5 | 6"
529. "I indigo move north bump top I lime move south then indigo move west bump lime marble move west then indigo move west | 6"
530. "I lime move east bump right bump left bump right bump left bump left then lime move east then lime move east | 6"
531. "I purple born | 6"
532. "I indigo move west bump top bump bottom died | 5 | 6"
533. "I brown born | 6"
534. "I coral move west bump left then coral move west then coral move south then coral move north bump bottom died | 5 | 6"
535. "I pink born | 6"
