Enhanced Marble Language Dataset - Generated on 2025-05-31 00:13:40
================================================================================

Dataset Statistics:
64. "I lime move west"
65. "I navy move north bump top I green move south"
66. "I purple still bump bottom died"
67. "I cyan still bump top I green move south then green move north"
68. "I yellow move south bump bottom died"
69. "I indigo move west bump left move east"
70. "I navy move east bump right move west"
71. "I green born move north bump top I red move south"
72. "I silver move south bump bottom died"
73. "I indigo move east bump right move west"
74. "I green still bump right move west"
75. "I gray move south"
76. "I lime move east"
77. "I gray move east bump right move west"
78. "I gray move west bump left move east"
79. "I red move south bump bottom died"
80. "I cyan move south bump bottom died"
81. "I indigo move south bump bottom died"
82. "I gray move east"
83. "I lime move east"
84. "I gray move north bump top I lime move south"
85. "I gray move west bump left move east then gray move east"
86. "I green move south"
87. "I navy move south bump bottom died"
88. "I coral still bump bottom died"
89. "I brown move north bump top I lime move south then lime move south"
90. "I pink born"
91. "I gold still bump bottom died"
92. "I white move west bump left move east"
93. "I gray move north bump top I pink move south then pink move south"
94. "I brown move west bump left move east"
95. "I pink move west bump left move east"
96. "I brown still"
97. "I pink still bump top I lime move south then lime move north"
98. "I white still then white move south"
99. "I white still"
100. "I yellow born"
101. "I green still bump bottom died"
102. "I blue born"
103. "I pink move south bump bottom died"
104. "I blue move north"
105. "I yellow move west bump left move east"
106. "I orange born"
107. "I gray move south bump bottom died"
108. "I orange move north bump top I yellow move south"
109. "I lime move west"
110. "I yellow move north"
111. "I orange move west bump left move east then orange move south"
112. "I yellow move west bump left move east"
113. "I orange still bump right move west then orange move north"
114. "I white still bump left move east"
115. "I brown move east"
116. "I lime move east bump right move west"
117. "I orange move north bump top I yellow move south"
118. "I lime move east bump right move west"
119. "I blue move south"
120. "I white move west"
121. "I green born"
122. "I lime move south bump bottom died"
123. "I orange born"
124. "I orange move south bump bottom died"
125. "I white move west bump left move east"
126. "I white move north then white move north"
127. "I yellow move south"
128. "I brown still bump left move east then brown move south"
129. "I blue move west bump left move east"
130. "I orange still"
131. "I blue move north bump top I green move south"
132. "I navy born"
133. "I blue move south bump bottom died"
134. "I navy move west bump left move east"
135. "I brown move north then brown move west"
136. "I green born"
137. "I green move south bump bottom died"
138. "I white still then white move east"
139. "I cyan born"
140. "I white move south bump bottom died"
141. "I navy move north bump top I cyan move south then cyan move north"
142. "I yellow move west bump left move east"
143. "I navy move west"
144. "I green still bump top I yellow move south then yellow move west"
145. "I orange move north"
146. "I orange move east bump right move west"
147. "I cyan move east bump right move west"
148. "I orange move east"
149. "I orange move north bump top I cyan move south"
150. "I gray born"
151. "I navy still bump bottom died"
152. "I brown move east"
153. "I cyan move north"
154. "I brown move east bump right move west"
155. "I green move north bump top I yellow move south then yellow move east"
156. "I yellow move north"
157. "I gray move north bump top I cyan move south then cyan move south"
158. "I orange move west bump left move east then orange move south"
159. "I white born"
160. "I gray move south bump bottom died"
161. "I white still bump right move west then white move south"
162. "I coral born"
163. "I green move south bump bottom died"
164. "I brown move south then brown move west"
165. "I yellow move north bump top I coral move south"
166. "I orange move north bump top I cyan move south then cyan move south"
167. "I brown move east bump right move west"
168. "I coral move west bump left move east then coral move north"
169. "I cyan move south"
170. "I coral still bump top I cyan move south"
171. "I orange move north bump top I white move south"
172. "I coral still bump left move east then coral move east"
173. "I silver born"
174. "I cyan move south bump bottom died"
175. "I white move east bump right move west"
176. "I orange move east bump right move west"
177. "I yellow still"
178. "I red born"
179. "I coral move south bump bottom died"
180. "I yellow move west bump left move east then yellow move west"
181. "I lime born"
182. "I silver move south bump bottom died"
183. "I red move east bump right move west then red move west"
184. "I lime move east bump right move west"
185. "I white still bump top I red move south"
186. "I red still bump top I lime move south"
187. "I cyan born"
188. "I yellow move south bump bottom died"
189. "I white move east"
190. "I lime move west bump left move east"
191. "I cyan move south"
192. "I lime move south"
193. "I blue born"
194. "I orange still bump bottom died"
195. "I red still"
196. "I red move north bump top I lime move south"
197. "I white still bump left move east"
198. "I brown move north"
199. "I cyan still"
200. "I brown move east bump right move west"
201. "I lime move south then lime move west"
202. "I white still bump right move west"
203. "I blue move north bump top I cyan move south"
204. "I blue move east bump right move west"
205. "I brown move north bump top I lime move south then lime move east"
206. "I red still bump right move west"
207. "I red still bump right move west"
208. "I red still bump right move west"
209. "I white still"
210. "I lime move west bump left move east"
211. "I pink born"
212. "I brown move south bump bottom died"
213. "I cyan move east bump right move west"
214. "I lime move east bump right move west"
215. "I blue move west bump left move east then blue move north"
216. "I cyan still bump top I pink move south"
217. "I cyan move east bump right move west"
218. "I lime move north then lime move west"
219. "I teal born"
220. "I white still bump bottom died"
221. "I pink move east bump right move west"
222. "I pink move west then pink move south"
223. "I pink move north bump top I teal move south then teal move east"
224. "I teal move east bump right move west then teal move south"
225. "I teal move west bump left move east"
226. "I red move east"
227. "I cyan move north then cyan move south"
228. "I cyan born"
229. "I cyan move south bump bottom died"
230. "I orange born"
231. "I blue move south bump bottom died"
232. "I pink move north bump top I cyan move south"
233. "I green born"
234. "I lime move south bump bottom died"
235. "I orange move west then orange move north"
236. "I teal still bump left move east"
237. "I green still bump right move west"
238. "I pink move west"
239. "I cyan move west then cyan move north"
240. "I lime born"
241. "I orange move south bump bottom died"
242. "I pink move east bump right move west"
243. "I red move east"
244. "I red move north bump top I lime move south"
245. "I lime still bump left move east then lime move south"
246. "I red move north bump top I lime move south then lime move east"
247. "I red move west bump left move east"
248. "I yellow born"
249. "I red move south bump bottom died"
250. "I green move north bump top I teal move south then teal move west"
251. "I teal move east"
252. "I yellow move west bump left move east"
253. "I pink still bump left move east"
254. "I white born"
255. "I green move south bump bottom died"
256. "I lime move west bump left move east"
257. "I white still bump left move east"
258. "I teal move north bump top I lime move south"
259. "I teal move west bump left move east"
260. "I indigo born"
261. "I teal move south bump bottom died"
262. "I pink move east bump right move west then pink move east"
263. "I indigo move west bump left move east"
264. "I yellow still"
265. "I pink still bump top I white move south"
266. "I indigo move west"
267. "I indigo still"
268. "I white still then white move east"
269. "I silver born"
270. "I yellow move south bump bottom died"
271. "I cyan move west bump left move east"
272. "I pink move north bump top I indigo move south"
273. "I white move west bump left move east"
274. "I indigo move north bump top I white move south"
275. "I pink still"
276. "I pink still bump top I cyan move south"
277. "I white still"
278. "I indigo still bump top I white move south"
279. "I blue born"
280. "I pink move south bump bottom died"
281. "I lime move north"
282. "I lime born"
283. "I lime move south bump bottom died"
284. "I red born"
285. "I lime move south bump bottom died"
286. "I silver move west bump left move east"
287. "I white still bump right move west"
288. "I blue still bump left move east"
289. "I indigo move east"
290. "I blue move north bump top I silver move south"
291. "I blue move west bump left move east"
292. "I indigo move east then indigo move south"
293. "I blue move east bump right move west"
294. "I blue move north bump top I silver move south"
295. "I blue move east bump right move west"
296. "I cyan move east then cyan move east"
297. "I silver move east bump right move west then silver move west"
298. "I teal born"
299. "I white move south bump bottom died"
300. "I silver move north bump top I teal move south then teal move south"
301. "I silver still bump left move east then silver move east"
302. "I indigo born"
303. "I indigo move south bump bottom died"
304. "I violet born"
305. "I cyan move south bump bottom died"
306. "I teal move east bump right move west"
307. "I blue still bump top I violet move south"
308. "I blue move east then blue move east"
309. "I red still bump top I teal move south"
310. "I violet move east"
311. "I teal move west"
312. "I teal move east bump right move west"
313. "I silver move west bump left move east then silver move east"
314. "I red move north bump top I violet move south"
315. "I teal move north"
316. "I indigo still"
317. "I blue move east bump right move west"
318. "I teal move south"
319. "I indigo move east bump right move west"
320. "I indigo move east"
321. "I teal move north bump top I violet move south then violet move south"
322. "I silver still bump right move west"
323. "I red still"
324. "I teal move north bump top I indigo move south"
325. "I teal still"
326. "I blue move east"
327. "I indigo still bump top I violet move south then violet move north"
328. "I teal move east bump right move west"
329. "I red still bump top I violet move south"
330. "I red move north bump top I violet move south"
331. "I silver move east then silver move east"
332. "I indigo move east bump right move west"
333. "I indigo move north bump top I violet move south"
334. "I silver move east bump right move west"
335. "I teal move west bump left move east then teal move south"
336. "I silver move north bump top I violet move south"
337. "I blue move west bump left move east"
338. "I indigo move east bump right move west"
339. "I teal move south"
340. "I teal move west bump left move east"
341. "I indigo move north bump top I violet move south"
342. "I black born"
343. "I teal move south bump bottom died"
344. "I blue move east bump right move west"
345. "I black move north bump top I violet move south"
346. "I silver move west bump left move east"
347. "I violet move west bump left move east"
348. "I green born"
349. "I red move south bump bottom died"
350. "I silver move east bump right move west"
351. "I brown born"
352. "I violet move south bump bottom died"
353. "I green still then green move north"
354. "I indigo still bump left move east"
355. "I brown move south"
356. "I green move north bump top I brown move south then brown move west"
357. "I brown move west bump left move east"
358. "I indigo move east bump right move west then indigo move south"
359. "I black move north"
360. "I blue move east"
361. "I silver move south"
362. "I green move west bump left move east"
363. "I green still then green move west"
364. "I blue still"
365. "I black move east bump right move west"
366. "I brown still bump top move south then brown move north"
367. "I green move south"
368. "I indigo move west bump left move east then indigo move south"
369. "I violet born"
370. "I silver move south bump bottom died"
371. "I blue still then blue move south"
372. "I brown still bump right move west"
373. "I black move west bump left move east"
374. "I brown move east then brown move east"
375. "I violet move west then violet move west"
376. "I blue still bump top I brown move south"
377. "I orange born"
378. "I brown move south bump bottom died"
379. "I black move north bump top I violet move south then violet move south"
380. "I black move west"
381. "I indigo move east bump right move west"
382. "I indigo move west bump left move east"
383. "I red born"
384. "I green move south bump bottom died"
385. "I black move north bump top I red move south then red move north"
386. "I orange still bump top I red move south then red move east"
387. "I red move north bump top I violet move south"
388. "I violet move north bump top move south"
389. "I orange move south"
390. "I violet move west bump left move east"
391. "I violet move north bump top move south then violet move south"
392. "I indigo move north bump top I violet move south"
393. "I black move east"
394. "I violet move west bump left move east then violet move south"
395. "I black still bump right move west then black move east"
396. "I red move north bump top I violet move south then violet move north"
397. "I indigo move west bump left move east then indigo move north"
398. "I black move east bump right move west"
399. "I black move north bump top I violet move south then violet move east"
400. "I orange move east bump right move west"
401. "I red move east bump right move west then red move west"
402. "I indigo move south"
403. "I black still bump top I violet move south then violet move east"
404. "I red move east bump right move west"
405. "I blue still bump left move east"
406. "I orange still bump left move east"
407. "I gold born"
408. "I red move south bump bottom died"
409. "I indigo still then indigo move east"
410. "I navy born"
411. "I gold move south bump bottom died"
412. "I lime born"
413. "I black move south bump bottom died"
414. "I indigo move east bump right move west"
415. "I blue move north"
416. "I navy move north"
417. "I navy move north bump top I lime move south then lime move west"
418. "I indigo move north"
419. "I navy move east bump right move west"
420. "I lime still then lime move west"
421. "I blue still then blue move south"
422. "I navy move west bump left move east"
423. "I lime move west"
424. "I indigo move west bump left move east"
425. "I navy move north bump top I violet move south then violet move east"
426. "I brown born"
427. "I navy still bump bottom died"
428. "I lime still bump left move east then lime move south"
429. "I orange move west bump left move east then orange move north"
430. "I lime still then lime move east"
431. "I blue move west bump left move east"
432. "I violet still bump right move west then violet move north"
433. "I blue still bump left move east"
434. "I indigo move east bump right move west"
435. "I violet move east"
436. "I green born"
437. "I lime move south bump bottom died"
438. "I brown move west then brown move west"
439. "I lime born"
440. "I blue move south bump bottom died"
441. "I violet move north bump top I lime move south"
442. "I brown still bump top I lime move south"
443. "I cyan born"
444. "I indigo move south bump bottom died"
445. "I cyan move west"
446. "I green move east bump right move west then green move north"
447. "I gray born"
448. "I cyan move south bump bottom died"
449. "I gray move north bump top I lime move south"
450. "I lime move east bump right move west"
451. "I blue born"
452. "I green still bump bottom died"
453. "I blue move east bump right move west"
454. "I orange move east bump right move west then orange move east"
455. "I gray still bump left move east"
456. "I violet still bump left move east then violet move east"
457. "I blue still bump left move east then blue move east"
458. "I blue move east bump right move west then blue move west"
459. "I gray move north then gray move west"
460. "I violet move north bump top I blue move south"
461. "I pink born"
462. "I blue move south bump bottom died"
463. "I lime move south then lime move east"
464. "I gold born"
465. "I pink move south bump bottom died"
466. "I lime move west bump left move east"
467. "I brown move west bump left move east then brown move south"
468. "I gold move east bump right move west then gold move west"
469. "I orange born"
470. "I orange move south bump bottom died"
471. "I brown still bump left move east then brown move east"
472. "I violet move south"
473. "I violet move north bump top I lime move south"
474. "I gold move west bump left move east"
475. "I brown move north bump top I lime move south"
476. "I gray move north bump top I gold move south then gold move north"
477. "I orange move east bump right move west"
478. "I lime move west bump left move east"
479. "I brown move east bump right move west"
480. "I lime move east"
481. "I orange still bump right move west then orange move north"
482. "I orange still bump top I gold move south"
483. "I cyan born"
484. "I orange move south bump bottom died"
485. "I gray move east bump right move west"
486. "I gray born"
487. "I gray move south bump bottom died"
488. "I navy born"
489. "I brown move south bump bottom died"
490. "I cyan move north bump top I navy move south"
491. "I lime move south then lime move north"
492. "I navy move north"
493. "I cyan move west then cyan move west"
494. "I violet move north bump top I gray move south"
495. "I gray move west bump left move east"
496. "I navy still bump right move west"
497. "I indigo born"
498. "I gray move south bump bottom died"
499. "I lime still bump left move east then lime move south"
500. "I navy move east"
501. "I silver born"
502. "I lime move south bump bottom died"
503. "I violet move east bump right move west"
504. "I cyan move west"
505. "I gold move east bump right move west then gold move east"
506. "I indigo still bump left move east"
507. "I silver move east bump right move west"
508. "I violet move north bump top I navy move south"
509. "I gold still bump top I indigo move south"
510. "I indigo move north bump top I navy move south"
511. "I cyan move east bump right move west"
512. "I cyan move north bump top I silver move south then silver move west"
513. "I cyan move north"
514. "I indigo move north bump top I navy move south"
515. "I navy move south"
516. "I silver born"
517. "I silver move south bump bottom died"
518. "I navy move east bump right move west then navy move west"
519. "I indigo move east bump right move west"
520. "I cyan move west bump left move east"
521. "I cyan move east bump right move west"
522. "I silver move east bump right move west then silver move north"
523. "I gold move west bump left move east"
524. "I navy move south"
525. "I silver move west bump left move east then silver move south"
526. "I navy move west then navy move east"
527. "I indigo move north bump top I silver move south"
528. "I navy move north"
529. "I navy move north bump top I silver move south"
530. "I silver move north"
531. "I indigo move east bump right move west"
532. "I navy move west bump left move east then navy move south"
533. "I violet born"
534. "I violet move south bump bottom died"
535. "I indigo still bump left move east"
536. "I purple born"
537. "I navy move south bump bottom died"
538. "I lime born"
539. "I gold move south bump bottom died"
540. "I lime born"
541. "I lime move south bump bottom died"
542. "I silver move east bump right move west"
543. "I pink born"
544. "I purple move south bump bottom died"
545. "I cyan move west"
546. "I cyan still bump left move east"
547. "I pink move west bump left move east then pink move west"
548. "I orange born"
549. "I pink move south bump bottom died"
550. "I orange still bump right move west"
551. "I lime move east bump right move west then lime move north"
552. "I indigo move west"
553. "I indigo move east bump right move west then indigo move west"
554. "I indigo move north"
555. "I orange move south"
556. "I violet move east bump right move west"
557. "I purple born"
558. "I violet still bump bottom died"
559. "I lime move north bump top I orange move south"
560. "I purple still bump right move west then purple move west"
561. "I silver move west bump left move east"
562. "I lime move east bump right move west then lime move south"
563. "I pink born"
564. "I indigo move south bump bottom died"
565. "I purple move east bump right move west then purple move east"
566. "I lime move west bump left move east then lime move south"
567. "I orange still bump right move west"
568. "I lime still bump right move west then lime move north"
569. "I cyan move west bump left move east then cyan move north"
570. "I lime still"
571. "I cyan move west bump left move east then cyan move south"
572. "I pink move west then pink move east"
573. "I orange move east bump right move west"
574. "I lime move north"
575. "I cyan still bump left move east then cyan move east"
576. "I purple still bump left move east"
577. "I purple move east bump right move west"
578. "I purple move east bump right move west"
579. "I lime move south then lime move west"
580. "I cyan move east then cyan move west"
581. "I purple move east"
582. "I cyan still then cyan move east"
583. "I purple move east bump right move west"
584. "I orange move north"
585. "I cyan born"
586. "I cyan move south bump bottom died"
587. "I lime move west then lime move east"
588. "I purple move east bump right move west then purple move east"
589. "I pink move west bump left move east"
590. "I pink move west bump left move east"
591. "I cyan move south"
592. "I lime move north bump top I purple move south"
593. "I pink still bump left move east then pink move south"
594. "I cyan move east bump right move west"
595. "I lime move west then lime move south"
596. "I silver move north then silver move east"
597. "I pink move north bump top I silver move south then silver move south"
598. "I silver move south"
599. "I cyan move north bump top I orange move south"
600. "I pink still"
601. "I purple move west then purple move north"
602. "I orange move west bump left move east"
603. "I orange move north bump top I purple move south then purple move north"
604. "I pink still bump right move west"
605. "I lime move east bump right move west"
606. "I lime move east bump right move west"
607. "I cyan still bump top I silver move south"
608. "I orange move north bump top I purple move south"
609. "I silver move east bump right move west then silver move south"
610. "I green born"
611. "I silver move south bump bottom died"
612. "I brown born"
613. "I purple move south bump bottom died"
614. "I orange move east bump right move west then orange move west"
615. "I orange move west"
616. "I orange still bump left move east"
617. "I brown move west bump left move east then brown move west"
618. "I lime move north bump top I brown move south"
619. "I brown move south"
620. "I green move west bump left move east then green move east"
621. "I cyan move south then cyan move west"
622. "I green move east bump right move west"
623. "I pink move north bump top I brown move south"
624. "I lime move north bump top I green move south"
625. "I pink still bump left move east"
626. "I brown move north bump top I green move south"
627. "I gray born"
628. "I brown move south bump bottom died"
629. "I green move west bump left move east then green move west"
630. "I gray still bump top I green move south"
631. "I lime move north bump top I green move south"
632. "I green move west bump left move east"
633. "I lime move east bump right move west"
634. "I lime move north bump top I green move south"
635. "I green move north bump top move south then green move east"
636. "I orange move north bump top I green move south"
637. "I cyan move east then cyan move north"
638. "I green move west"
639. "I green move west bump left move east then green move north"
640. "I lime move north bump top I green move south"
641. "I lime still bump left move east"
642. "I green move south"
643. "I cyan move east bump right move west then cyan move south"
644. "I indigo born"
645. "I orange move south bump bottom died"
646. "I lime move east bump right move west"
647. "I cyan move south"
648. "I indigo move east bump right move west"
649. "I green born"
650. "I green move south bump bottom died"
651. "I cyan move east"
652. "I violet born"
653. "I pink move south bump bottom died"
654. "I indigo move west bump left move east"
655. "I lime move east bump right move west then lime move south"
656. "I lime move east bump right move west"
657. "I cyan still bump top I violet move south"
658. "I green move west then green move west"
659. "I black born"
660. "I gray move south bump bottom died"
661. "I lime move north bump top I green move south"
662. "I violet move north bump top I black move south"
663. "I black move west bump left move east"
664. "I lime move west bump left move east then lime move north"
665. "I green move west bump left move east"
666. "I cyan move north bump top I indigo move south"
667. "I green still bump right move west"
668. "I green move west bump left move east"
669. "I lime still"
670. "I cyan still bump right move west"
671. "I green move east bump right move west"
672. "I green move west bump left move east"
673. "I indigo born"
674. "I indigo move south bump bottom died"
675. "I red born"
676. "I lime still bump bottom died"
677. "I indigo move south"
678. "I black move south"
679. "I green move east"
680. "I violet move north bump top I black move south"
681. "I red move north bump top I green move south"
682. "I black move east then black move east"
683. "I cyan move west then cyan move south"
684. "I yellow born"
685. "I violet move south bump bottom died"
686. "I red move west bump left move east"
687. "I black move east bump right move west"
688. "I indigo move west bump left move east"
689. "I cyan move west bump left move east"
690. "I green move east bump right move west"
691. "I black move north bump top I yellow move south"
692. "I green move east then green move south"
693. "I orange born"
694. "I red still bump bottom died"
695. "I black still bump right move west"
696. "I yellow move west bump left move east then yellow move north"
697. "I red born"
698. "I black move south bump bottom died"
699. "I cyan move east bump right move west"
700. "I indigo move west bump left move east"
701. "I orange still"
702. "I cyan move west then cyan move east"
703. "I orange move north bump top I indigo move south"
704. "I yellow move west"
705. "I orange still"
706. "I red move south then red move north"
707. "I green still bump right move west then green move south"
708. "I green move east bump right move west then green move south"
709. "I indigo move east bump right move west"
710. "I red still bump left move east"
711. "I yellow move west bump left move east"
712. "I indigo move north bump top I yellow move south"
713. "I green still bump left move east then green move east"
714. "I orange move north"
715. "I orange move west bump left move east then orange move west"
716. "I yellow move east bump right move west"
717. "I orange move east bump right move west"
718. "I blue born"
719. "I yellow move south bump bottom died"
720. "I orange move north bump top I blue move south"
721. "I silver born"
722. "I cyan move south bump bottom died"
723. "I navy born"
724. "I silver move south bump bottom died"
725. "I blue move east bump right move west"
726. "I red still bump right move west"
727. "I navy move east then navy move east"
728. "I pink born"
729. "I blue move south bump bottom died"
730. "I red move west"
731. "I red move west"
732. "I green still then green move west"
733. "I teal born"
734. "I pink still bump bottom died"
735. "I orange move east bump right move west then orange move west"
736. "I green still bump left move east"
737. "I red move east then red move south"
738. "I orange still bump top I navy move south"
739. "I teal move west bump left move east"
740. "I teal move south"
741. "I red move west bump left move east"
742. "I indigo move west bump left move east"
743. "I orange move west bump left move east"
744. "I teal move west bump left move east then teal move north"
745. "I indigo still then indigo move south"
746. "I navy still"
747. "I red move north bump top I navy move south"
748. "I navy move east then navy move south"
749. "I gold born"
750. "I teal still bump bottom died"
751. "I indigo move west"
752. "I indigo still bump left move east"
753. "I orange still bump right move west then orange move east"
754. "I violet born"
755. "I green still bump bottom died"
756. "I gold move west bump left move east"
757. "I gold move south"
758. "I navy move east bump right move west"
759. "I orange move east then orange move south"
760. "I violet still bump left move east"
761. "I red move north"
762. "I red move east"
763. "I red move west bump left move east"
764. "I orange still bump right move west"
765. "I red move south"
766. "I navy move south"
767. "I red move east"
768. "I gold move north"
769. "I gold move north bump top I violet move south then violet move west"
770. "I orange still"
771. "I indigo move west"
772. "I indigo move north bump top I violet move south"
773. "I navy move north bump top I violet move south"
774. "I white born"
775. "I orange move south bump bottom died"
776. "I gold move east bump right move west"
777. "I gold move west"
778. "I indigo move north bump top I violet move south"
779. "I red move north bump top I violet move south then violet move west"
780. "I red still"
781. "I navy move west"
782. "I red move west bump left move east then red move south"
783. "I white move east then white move south"
784. "I white still"
785. "I indigo move east bump right move west"
786. "I white move west bump left move east then white move south"
787. "I violet move west bump left move east then violet move north"
788. "I red move east bump right move west then red move east"
789. "I lime born"
790. "I white move south bump bottom died"
791. "I gold move north bump top I lime move south"
792. "I navy move east bump right move west"
793. "I violet move east bump right move west"
794. "I navy move north bump top I violet move south"
795. "I indigo still"
796. "I green born"
797. "I gold move south bump bottom died"
798. "I violet move east bump right move west then violet move north"
799. "I indigo still bump left move east"
800. "I red move east bump right move west then red move south"
801. "I gray born"
802. "I navy move south bump bottom died"
803. "I red move north bump top I gray move south"
804. "I gray move east bump right move west"
805. "I red move east bump right move west"
806. "I lime move west bump left move east"
807. "I red move east bump right move west"
808. "I green move west bump left move east"
809. "I indigo still bump left move east"
810. "I violet move east bump right move west"
811. "I gray move north"
812. "I lime move north bump top I green move south then green move east"
813. "I indigo move north bump top I gray move south then gray move west"
814. "I green move west bump left move east"
815. "I brown born"
816. "I red move south bump bottom died"
817. "I lime move north bump top I brown move south"
818. "I violet still bump top I green move south"
819. "I lime move east"
820. "I black born"
821. "I violet still bump bottom died"
822. "I brown move east"
823. "I lime still then lime move east"
824. "I lime move east bump right move west"
825. "I gray still bump top I brown move south"
826. "I gray still bump right move west"
827. "I indigo move west bump left move east then indigo move east"
828. "I green move south then green move east"
829. "I violet born"
830. "I brown move south bump bottom died"
831. "I yellow born"
832. "I violet still bump bottom died"
833. "I gray move west bump left move east"
834. "I lime still bump top I green move south"
835. "I gray born"
836. "I gray still bump bottom died"
837. "I indigo move south"
838. "I gray still then gray move west"
839. "I brown born"
840. "I gray move south bump bottom died"
841. "I brown still bump right move west"
842. "I brown move south"
843. "I black still bump left move east"
844. "I brown still bump right move west then brown move north"
845. "I yellow move west"
846. "I indigo still"
847. "I orange born"
848. "I green move south bump bottom died"
849. "I brown move west bump left move east then brown move west"
850. "I orange move west"
851. "I orange move north bump top I black move south then black move west"
852. "I indigo move north bump top I brown move south"
853. "I cyan born"
854. "I lime move south bump bottom died"
855. "I orange move east"
856. "I indigo still bump right move west"
857. "I black move east"
858. "I silver born"
859. "I orange move south bump bottom died"
860. "I indigo move east bump right move west"
861. "I brown move north bump top I black move south"
862. "I brown move west bump left move east"
863. "I black move east bump right move west"
864. "I indigo move east bump right move west then indigo move east"
865. "I brown move south"
866. "I brown move north then brown move west"
867. "I yellow still"
868. "I brown move east"
869. "I indigo move east bump right move west"
870. "I black move north bump top I cyan move south then cyan move south"
871. "I black move east bump right move west"
872. "I cyan move west bump left move east"
873. "I black move north bump top I yellow move south"
874. "I brown move south"
875. "I silver move west bump left move east"
876. "I indigo move east"
877. "I yellow move north bump top I cyan move south then cyan move east"
878. "I silver move west bump left move east then silver move north"
879. "I yellow move north bump top I cyan move south then cyan move north"
880. "I brown move east bump right move west then brown move south"
881. "I silver still bump left move east"
882. "I cyan move west bump left move east"
883. "I cyan move north then cyan move east"
884. "I brown still bump right move west"
885. "I black move west then black move south"
886. "I brown move north bump top I silver move south"
887. "I black still"
888. "I black move north then black move east"
889. "I yellow move east bump right move west then yellow move west"
890. "I cyan move south"
891. "I brown still then brown move east"
892. "I indigo still bump top I silver move south"
893. "I yellow move west bump left move east"
894. "I black move east bump right move west"
895. "I cyan move west bump left move east then cyan move west"
896. "I black move west bump left move east then black move south"
897. "I cyan move east bump right move west then cyan move west"
898. "I brown move north bump top I silver move south"
899. "I indigo move west bump left move east"
900. "I brown move east"
901. "I silver move west bump left move east"
902. "I black move east bump right move west then black move north"
903. "I blue born"
904. "I brown move south bump bottom died"
905. "I black move west bump left move east then black move east"
906. "I cyan move north bump top I blue move south"
907. "I gold born"
908. "I cyan move south bump bottom died"
909. "I yellow move east bump right move west"
910. "I gold still bump left move east then gold move south"
911. "I indigo move east bump right move west then indigo move west"
912. "I silver move south then silver move west"
913. "I silver move east bump right move west then silver move south"
914. "I silver move east bump right move west"
915. "I gold move north bump top I silver move south"
916. "I indigo still"
917. "I yellow move north"
918. "I blue still then blue move east"
919. "I black still bump left move east then black move north"
920. "I indigo move west bump left move east then indigo move west"
921. "I yellow move north bump top I silver move south"
922. "I silver move north bump top I blue move south"
923. "I silver move north bump top I blue move south"
924. "I gold move west bump left move east"
925. "I indigo move east bump right move west then indigo move east"
926. "I gold still"
927. "I indigo move north bump top I blue move south"
928. "I gold move west bump left move east"
929. "I indigo move west"
930. "I blue move west bump left move east"
931. "I yellow move north bump top I blue move south"
932. "I yellow move south"
933. "I teal born"
934. "I yellow move south bump bottom died"
935. "I silver still bump right move west"
936. "I purple born"
937. "I indigo move south bump bottom died"
938. "I purple move north bump top I teal move south"
