Enhanced Marble Language Dataset - Generated on 2025-05-30 21:35:26
================================================================================

Dataset Statistics:
145. "I pink marble move south bump into brown marble then blue marble move west"
146. "I brown marble move south"
147. "I gray marble move east bump into red marble then yellow marble move west"
148. "I black marble move north then purple marble move north"
149. "I orange marble move north"
150. "I orange marble move west then purple marble move north"
151. "I gray marble move west bump into purple marble then cyan marble move north"
152. "I red marble move south bump into top"
153. "I yellow marble move west bump into top"
154. "I pink marble move west bump into black marble"
155. "I white marble move north bump into brown marble then pink marble move north"
156. "I purple marble move east bump into pink marble then white marble move north"
157. "I yellow marble move south bump into top"
158. "I cyan marble move west bump into top"
159. "I orange marble move west bump into gray marble"
160. "I black marble move west bump into bottom"
161. "I yellow marble move east then pink marble move east"
162. "I white marble move north bump into yellow marble then green marble move west"
163. "I white marble move south then blue marble move west"
164. "I white marble move north bump into yellow marble"
165. "I red marble move east bump into gray marble"
166. "I blue marble move south bump into white marble"
167. "I yellow marble move east bump into top"
168. "I white marble move west bump into bottom then orange marble move north"
169. "I green marble move east bump into left"
170. "I green marble move east bump into blue marble"
171. "I brown marble move south bump into pink marble"
172. "I pink marble move west bump into bottom"
173. "I orange marble move south bump into right"
174. "I gray marble move north bump into bottom then pink marble move north"
175. "I brown marble move south bump into top then white marble move east"
176. "I purple marble move south then blue marble move west"
177. "I white marble move south bump into orange marble"
178. "I purple marble move south bump into left"
179. "I red marble move east bump into brown marble"
180. "I purple marble move north bump into left then black marble move south"
181. "I pink marble move south bump into blue marble then yellow marble move north"
182. "I purple marble move west"
183. "I orange marble move west bump into top"
184. "I cyan marble move south bump into green marble"
185. "I pink marble move west bump into blue marble"
186. "I brown marble move west"
187. "I cyan marble move west bump into bottom"
188. "I green marble move south bump into right then yellow marble move east"
189. "I yellow marble move south bump into white marble"
190. "I red marble move west bump into white marble then yellow marble move west"
191. "I gray marble move west bump into cyan marble then purple marble move south"
192. "I blue marble move east bump into red marble then purple marble move east"
193. "I yellow marble move east bump into right then green marble move north"
194. "I pink marble move east bump into white marble then red marble move east"
195. "I white marble move north bump into red marble"
196. "I pink marble move south bump into bottom then red marble move east"
197. "I brown marble move south bump into bottom then green marble move south"
198. "I green marble move west bump into brown marble then gray marble move north"
199. "I red marble move south bump into bottom then blue marble move west"
200. "I red marble move south then pink marble move west"
201. "I gray marble move north"
202. "I blue marble move east bump into bottom then orange marble move south"
203. "I pink marble move east bump into black marble then yellow marble move north"
204. "I yellow marble move east bump into bottom"
205. "I green marble move north then black marble move south"
206. "I brown marble move east bump into top"
207. "I white marble move west bump into top then green marble move east"
208. "I cyan marble move south bump into orange marble"
209. "I blue marble move north bump into bottom"
210. "I purple marble move north bump into bottom"
211. "I black marble move east bump into white marble then yellow marble move east"
212. "I green marble move south then red marble move south"
213. "I yellow marble move north bump into top then blue marble move east"
214. "I brown marble move west bump into purple marble"
215. "I cyan marble move west"
216. "I cyan marble move north then red marble move west"
217. "I black marble move south bump into red marble"
218. "I gray marble move north bump into top then purple marble move north"
219. "I red marble move west bump into bottom then purple marble move east"
220. "I blue marble move north bump into gray marble"
221. "I blue marble move north bump into white marble then brown marble move east"
222. "I green marble move west bump into purple marble"
223. "I gray marble move north bump into orange marble then yellow marble move west"
224. "I orange marble move east bump into left"
225. "I red marble move west bump into bottom"
226. "I cyan marble move south bump into bottom"
227. "I green marble move south bump into white marble then red marble move east"
228. "I gray marble move east bump into white marble"
229. "I red marble move west then yellow marble move east"
230. "I red marble move east then orange marble move west"
231. "I cyan marble move north bump into yellow marble then gray marble move north"
232. "I blue marble move east bump into left"
233. "I red marble move west bump into top"
234. "I green marble move south"
235. "I cyan marble move south bump into yellow marble then red marble move south"
236. "I green marble move west bump into red marble"
237. "I yellow marble move west bump into bottom"
238. "I yellow marble move west bump into green marble"
239. "I gray marble move west bump into cyan marble"
240. "I pink marble move south bump into gray marble"
241. "I yellow marble move south bump into left"
242. "I yellow marble move west bump into top then purple marble move east"
243. "I purple marble move south then black marble move south"
244. "I black marble move south bump into bottom then brown marble move north"
245. "I pink marble move east bump into left then red marble move east"
246. "I black marble move west bump into green marble then pink marble move south"
247. "I pink marble move west bump into top"
248. "I white marble move west bump into top"
249. "I purple marble move north bump into top"
250. "I yellow marble move north bump into black marble then brown marble move west"
251. "I brown marble move south bump into bottom then white marble move south"
252. "I purple marble move north"
253. "I brown marble move north bump into bottom then black marble move south"
254. "I black marble move north"
255. "I green marble move north bump into black marble"
256. "I gray marble move east bump into blue marble then pink marble move east"
257. "I red marble move west bump into cyan marble"
258. "I blue marble move west"
259. "I green marble move west bump into left then brown marble move south"
260. "I purple marble move north bump into left"
261. "I red marble move west bump into black marble"
262. "I green marble move south then purple marble move east"
263. "I gray marble move south bump into top"
264. "I red marble move north bump into brown marble"
265. "I blue marble move west bump into pink marble"
266. "I orange marble move east bump into cyan marble then green marble move east"
267. "I green marble move north"
268. "I purple marble move south bump into cyan marble then pink marble move east"
269. "I yellow marble move west"
270. "I red marble move west bump into brown marble"
271. "I red marble move west"
272. "I purple marble move south bump into right"
273. "I white marble move west then green marble move west"
274. "I yellow marble move west bump into right"
275. "I brown marble move west bump into cyan marble"
276. "I green marble move east bump into brown marble then pink marble move west"
277. "I white marble move south then red marble move west"
278. "I purple marble move west bump into left then blue marble move west"
279. "I white marble move west"
280. "I red marble move west bump into right then green marble move west"
281. "I white marble move north bump into top then red marble move north"
282. "I red marble move west bump into right"
283. "I brown marble move north bump into black marble"
284. "I pink marble move east"
285. "I orange marble move east bump into right"
286. "I blue marble move south bump into left then gray marble move south"
287. "I cyan marble move north bump into top then green marble move east"
288. "I blue marble move north bump into yellow marble"
289. "I black marble move east"
290. "I yellow marble move west bump into red marble"
291. "I yellow marble move south bump into purple marble then green marble move west"
292. "I black marble move west bump into blue marble then brown marble move west"
293. "I green marble move north bump into top"
294. "I brown marble move south bump into purple marble then cyan marble move west"
295. "I white marble move south bump into top"
296. "I orange marble move south bump into yellow marble"
297. "I brown marble move south bump into red marble"
298. "I pink marble move east bump into blue marble then green marble move east"
299. "I green marble move east bump into bottom then cyan marble move east"
300. "I green marble move south bump into left then red marble move north"
301. "I pink marble move south bump into red marble"
302. "I green marble move north bump into purple marble"
303. "I brown marble move west bump into top"
304. "I black marble move east then orange marble move north"
305. "I cyan marble move east bump into right"
306. "I green marble move east"
307. "I blue marble move south bump into left"
308. "I blue marble move west bump into top"
309. "I yellow marble move east bump into right then white marble move west"
310. "I black marble move north bump into left"
311. "I black marble move west bump into top"
312. "I blue marble move south bump into green marble"
313. "I purple marble move east bump into left"
314. "I blue marble move south bump into purple marble"
315. "I black marble move south bump into gray marble"
316. "I purple marble move south then blue marble move south"
317. "I orange marble move north bump into bottom"
318. "I purple marble move north bump into gray marble then black marble move north"
319. "I green marble move south bump into blue marble"
320. "I purple marble move south bump into top"
321. "I orange marble move east bump into brown marble"
322. "I purple marble move east then black marble move east"
323. "I purple marble move east"
324. "I red marble move north bump into cyan marble"
325. "I gray marble move east bump into orange marble"
326. "I purple marble move north then black marble move north"
327. "I yellow marble move north bump into right"
328. "I gray marble move east then orange marble move north"
329. "I pink marble move north bump into white marble then yellow marble move south"
330. "I red marble move east bump into green marble"
331. "I blue marble move west bump into bottom then white marble move west"
332. "I gray marble move south bump into yellow marble then white marble move east"
333. "I white marble move south bump into left"
334. "I blue marble move west bump into red marble then white marble move west"
335. "I blue marble move north bump into white marble"
336. "I yellow marble move west bump into orange marble then pink marble move west"
337. "I pink marble move north bump into orange marble then red marble move north"
338. "I green marble move west then gray marble move west"
339. "I black marble move north bump into right then pink marble move north"
340. "I gray marble move east bump into bottom"
341. "I pink marble move south then purple marble move south"
342. "I red marble move south bump into white marble"
343. "I purple marble move east then red marble move west"
344. "I green marble move east bump into bottom"
345. "I brown marble move west bump into gray marble"
346. "I white marble move east"
347. "I gray marble move west bump into yellow marble"
348. "I cyan marble move east then red marble move north"
349. "I white marble move north bump into top"
350. "I white marble move west bump into bottom"
351. "I red marble move north bump into left then white marble move west"
352. "I gray marble move north bump into brown marble then white marble move west"
353. "I orange marble move north then green marble move east"
354. "I black marble move north bump into bottom"
355. "I brown marble move east then cyan marble move north"
356. "I black marble move east bump into red marble"
357. "I white marble move south bump into top then cyan marble move west"
358. "I black marble move south then brown marble move east"
359. "I purple marble move east bump into top then brown marble move east"
360. "I cyan marble move south"
361. "I black marble move west bump into brown marble"
362. "I purple marble move west bump into pink marble"
363. "I pink marble move west bump into left"
364. "I pink marble move north bump into right"
365. "I purple marble move south bump into green marble"
366. "I green marble move west bump into bottom then brown marble move west"
367. "I blue marble move east then yellow marble move west"
368. "I black marble move north bump into bottom then blue marble move west"
369. "I purple marble move east bump into bottom then white marble move east"
370. "I green marble move north bump into bottom then blue marble move north"
371. "I yellow marble move east bump into pink marble"
372. "I red marble move west then cyan marble move south"
373. "I red marble move east"
374. "I blue marble move north then brown marble move south"
375. "I green marble move north bump into gray marble then pink marble move south"
376. "I brown marble move east bump into right"
377. "I white marble move west bump into top then gray marble move east"
378. "I yellow marble move west bump into cyan marble"
379. "I blue marble move north then cyan marble move west"
380. "I pink marble move south"
381. "I black marble move east bump into gray marble"
382. "I yellow marble move south bump into bottom"
383. "I white marble move east bump into cyan marble"
384. "I pink marble move east bump into bottom"
385. "I black marble move south bump into left"
386. "I brown marble move north bump into yellow marble"
387. "I blue marble move south bump into yellow marble"
388. "I orange marble move west bump into bottom then black marble move south"
389. "I white marble move south bump into brown marble then pink marble move east"
390. "I black marble move north bump into right then blue marble move east"
391. "I blue marble move west bump into left"
392. "I pink marble move east bump into purple marble then yellow marble move south"
393. "I black marble move south bump into left then yellow marble move south"
394. "I cyan marble move south bump into right"
395. "I gray marble move west bump into bottom"
396. "I yellow marble move north bump into right then brown marble move north"
397. "I blue marble move west bump into purple marble then white marble move south"
398. "I black marble move east then pink marble move east"
399. "I blue marble move south bump into top"
400. "I black marble move west bump into gray marble"
401. "I pink marble move north bump into left then brown marble move north"
402. "I purple marble move west bump into bottom"
403. "I brown marble move east then red marble move west"
404. "I yellow marble move north"
405. "I blue marble move north"
406. "I yellow marble move west then purple marble move north"
407. "I cyan marble move east bump into top then red marble move west"
408. "I purple marble move west bump into bottom then white marble move north"
409. "I orange marble move east"
410. "I gray marble move east bump into black marble"
411. "I white marble move north bump into left then cyan marble move east"
412. "I blue marble move south"
413. "I orange marble move west then black marble move west"
414. "I brown marble move east bump into orange marble"
415. "I brown marble move north"
416. "I yellow marble move north bump into blue marble"
417. "I pink marble move south bump into right"
418. "I pink marble move north bump into green marble then brown marble move south"
419. "I brown marble move east bump into bottom"
420. "I red marble move east bump into pink marble"
421. "I black marble move south bump into white marble"
422. "I red marble move east bump into top"
423. "I black marble move west"
424. "I white marble move north bump into black marble then cyan marble move north"
425. "I cyan marble move south bump into bottom then black marble move west"
426. "I green marble move east then red marble move east"
427. "I orange marble move south bump into white marble"
428. "I purple marble move east bump into green marble"
429. "I brown marble move north bump into gray marble then orange marble move south"
430. "I blue marble move east bump into orange marble"
431. "I black marble move east bump into right then blue marble move north"
432. "I pink marble move east bump into bottom then black marble move south"
433. "I green marble move west bump into left"
434. "I yellow marble move south bump into white marble then orange marble move north"
435. "I yellow marble move north then cyan marble move east"
436. "I pink marble move south bump into cyan marble"
437. "I black marble move east then orange marble move east"
438. "I gray marble move west bump into orange marble"
439. "I gray marble move north bump into top then pink marble move north"
440. "I green marble move north bump into cyan marble"
441. "I white marble move east bump into yellow marble"
442. "I yellow marble move south then black marble move east"
443. "I brown marble move south then white marble move west"
444. "I red marble move south then orange marble move east"
445. "I gray marble move south"
446. "I white marble move north then brown marble move north"
447. "I cyan marble move east then black marble move south"
448. "I gray marble move south then red marble move south"
449. "I white marble move west bump into left"
450. "I green marble move east bump into cyan marble then orange marble move south"
451. "I green marble move west bump into top"
452. "I gray marble move north bump into right then red marble move east"
453. "I purple marble move south bump into yellow marble"
454. "I blue marble move south bump into top then gray marble move west"
455. "I gray marble move south bump into left"
456. "I blue marble move north bump into left"
457. "I white marble move west bump into red marble"
458. "I white marble move west bump into right then yellow marble move east"
459. "I pink marble move west"
460. "I brown marble move west bump into left"
461. "I yellow marble move south then red marble move south"
462. "I orange marble move east bump into pink marble"
463. "I cyan marble move south bump into top"
464. "I gray marble move west then white marble move south"
465. "I brown marble move south then black marble move east"
466. "I purple marble move east bump into top"
467. "I red marble move north bump into right"
468. "I yellow marble move west then gray marble move east"
469. "I white marble move south"
470. "I brown marble move east bump into blue marble"
471. "I gray marble move west"
472. "I cyan marble move south bump into left then black marble move north"
473. "I cyan marble move north bump into purple marble"
474. "I cyan marble move north"
475. "I green marble move north bump into left"
476. "I orange marble move west bump into red marble then brown marble move east"
477. "I yellow marble move south then gray marble move south"
478. "I pink marble move east bump into right then red marble move west"
479. "I cyan marble move south bump into top then blue marble move north"
480. "I yellow marble move east bump into brown marble"
481. "I brown marble move north bump into bottom"
482. "I pink marble move south bump into left"
483. "I blue marble move east then brown marble move east"
484. "I white marble move north bump into brown marble then blue marble move north"
485. "I gray marble move east"
486. "I yellow marble move east bump into left then orange marble move north"
487. "I gray marble move west then pink marble move north"
488. "I green marble move east bump into black marble then blue marble move east"
489. "I blue marble move south bump into right then orange marble move west"
490. "I blue marble move east bump into top"
491. "I pink marble move north bump into bottom"
492. "I red marble move south then green marble move west"
493. "I yellow marble move west bump into black marble"
494. "I blue marble move west bump into right"
495. "I pink marble move east then white marble move north"
496. "I cyan marble move north bump into orange marble"
497. "I green marble move east bump into orange marble then pink marble move north"
498. "I orange marble move west bump into bottom then yellow marble move north"
499. "I orange marble move north bump into top then black marble move east"
500. "I orange marble move south bump into blue marble"

Total sentences: 500

Raw array format:
