Enhanced Marble Language Dataset - Generated on 2025-05-31 00:49:30
================================================================================

Dataset Statistics:
31. "I teal move west bump left then teal move north bump top bump top then teal move south bump right | 6"
32. "I red move west then red move south then red move east bump left then red move north bump right | 6"
33. "I gold move north bump top I red move south bump red marble move east then gold move west bump left | 6"
34. "I brown born | 6"
35. "I gold move east bump right bump left bump bottom died | 5 | 6"
36. "I teal still bump left then teal move north then teal move south bump right then teal move west then teal move north | 6"
37. "I purple born | 6"
38. "I green move east bump right then green move north then green move west bump bottom died | 5 | 6"
39. "I blue born | 6"
40. "I white move south bump bottom died | 5 | 6"
41. "I silver born | 6"
42. "I brown move west then brown move south bump top bump bottom died | 5 | 6"
43. "I purple still then purple move east then purple move east then purple move west then purple move east then purple move north | 6"
44. "I red move west bump left then red move north then red move east then red move north bump left | 6"
45. "I brown born | 6"
46. "I teal move south bump bottom died | 5 | 6"
47. "I silver move south then silver move west then silver move east bump left bump top bump top bump top | 6"
48. "I violet born | 6"
49. "I red move south bump bottom died | 5 | 6"
50. "I purple move north bump left then purple move south bump left then purple move east then purple move west | 6"
51. "I blue move east then blue move south bump left then blue move east bump right then blue move south | 6"
52. "I silver move north bump right bump top then silver move east then silver move south bump top bump top | 6"
53. "I silver move north bump top I blue move south then blue move east then silver move west bump blue marble move west | 6"
54. "I yellow born | 6"
55. "I silver still bump left then silver move east bump bottom died | 5 | 6"
56. "I violet move east bump right then violet move north then violet move south then violet move north then violet move north | 6"
57. "I indigo born move north bump top I violet move south then indigo move east then indigo move east then indigo move north | 6"
58. "I black born | 6"
59. "I purple move north bump top I brown move south bump bottom died | 5 | 6"
60. "I black move west bump left then black move south bump top bump top bump right then black move north | 6"
61. "I teal born | 6"
62. "I indigo move west then indigo move north then indigo move north then indigo move west bump bottom died | 5 | 6"
63. "I gray born | 6"
64. "I violet move south bump bottom died | 5 | 6"
65. "I yellow born | 6"
66. "I yellow move east bump right bump bottom died | 5 | 6"
67. "I gold born | 6"
68. "I yellow move north bump top I brown move south bump bottom died | 5 | 6"
69. "I yellow born | 6"
70. "I blue move south then blue move west bump bottom died | 5 | 6"
71. "I brown move north bump top I yellow move south then yellow move south then brown move south then brown move west | 6"
72. "I white born | 6"
73. "I teal move south bump bottom died | 5 | 6"
74. "I white move west bump left then white move east bump right then white move north bump top bump left | 6"
75. "I brown move west then brown move south bump top bump left bump left then brown move west then brown move south | 6"
76. "I yellow move west bump left then yellow move west then yellow move west bump right then yellow move west | 6"
77. "I violet born | 6"
78. "I brown move north bump top I black move south bump bottom died | 5 | 6"
79. "I yellow move east bump top bump left then yellow move east bump top then yellow move west bump left | 6"
80. "I red born | 6"
81. "I gray move south bump bottom died | 5 | 6"
82. "I black still bump right bump left bump right bump top then black move west bump right then black move west | 6"
83. "I gold still then gold move east then gold move north bump right bump left then gold move south then gold move south | 6"
84. "I purple born | 6"
85. "I red move north bump right then red move west then red move east bump right bump left bump bottom died | 5 | 6"
86. "I red born | 6"
87. "I purple still bump left then purple move south bump bottom died | 5 | 6"
88. "I black move west bump top bump left then black move east then black move north bump top bump top | 6"
89. "I red move west bump left then red move west then red move south then red move south then red move west | 6"
90. "I gold move south bump left then gold move west then gold move west then gold move west then gold move east | 6"
91. "I gold move east bump right then gold move west then gold move east then gold move north then gold move west | 6"
92. "I coral born | 6"
93. "I yellow still bump left then yellow move north bump top bump top bump bottom died | 5 | 6"
94. "I teal born | 6"
95. "I gold move south bump bottom died | 5 | 6"
96. "I violet move west bump left then violet move north bump left then violet move west then violet move north | 6"
97. "I brown born | 6"
98. "I black still bump right then black move south bump bottom died | 5 | 6"
99. "I teal move north bump top I violet move south then violet move west then teal move south bump violet marble move north | 6"
100. "I teal move north bump top I violet move south bump violet marble move west bump top bump top bump violet marble move north | 6"
101. "I blue born | 6"
102. "I teal move west bump left then teal move south bump bottom died | 5 | 6"
103. "I black born | 6"
104. "I brown move east bump left bump top bump right bump top bump right bump bottom died | 5 | 6"
105. "I black move west bump left then black move west then black move south then black move north then black move east | 6"
106. "I pink born | 6"
107. "I white move east bump right then white move east then white move east bump bottom died | 5 | 6"
108. "I cyan born | 6"
109. "I pink move east bump right bump bottom died | 5 | 6"
110. "I red move north bump left then red move south then red move south then red move north then red move north | 6"
111. "I violet move west bump left then violet move north bump left bump right then violet move north then violet move south | 6"
112. "I teal born | 6"
113. "I coral move south bump left then coral move west bump bottom died | 5 | 6"
114. "I gold born | 6"
115. "I red still bump left bump right then red move south bump left bump bottom died | 5 | 6"
116. "I blue move east bump right then blue move west then blue move north then blue move east bump top | 6"
117. "I cyan still bump left then cyan move east then cyan move east then cyan move east bump right bump right | 6"
118. "I violet move north bump top I blue move south then blue move east bump blue marble move west bump blue marble move east | 6"
119. "I red born | 6"
120. "I cyan move south bump bottom died | 5 | 6"
121. "I red move north bump right bump right then red move north bump right then red move south then red move west | 6"
122. "I white born | 6"
123. "I blue still bump bottom died | 5 | 6"
124. "I black move east then black move east then black move west then black move north bump top then black move west | 6"
125. "I lime born | 6"
126. "I teal move north then teal move west bump bottom died | 5 | 6"
127. "I navy born | 6"
128. "I gold move east bump right then gold move west then gold move east bump top bump left bump bottom died | 5 | 6"
129. "I coral born | 6"
130. "I navy still bump bottom died | 5 | 6"
131. "I violet move north bump top I lime move south bump lime marble move south then violet move east then violet move west | 6"
132. "I coral still then coral move east then coral move east bump top then coral move west bump right bump top | 6"
133. "I orange born | 6"
134. "I violet move west bump left then violet move east then violet move north bump bottom died | 5 | 6"
135. "I yellow born | 6"
136. "I orange move south bump bottom died | 5 | 6"
137. "I lime born | 6"
138. "I lime move east bump left bump left bump bottom died | 5 | 6"
139. "I yellow still bump top I lime move south then lime move south then yellow move north bump left bump lime marble move north | 6"
140. "I red move west bump left then red move north then red move west then red move east then red move west | 6"
141. "I lime move north bump top I red move south then lime move south then lime move east then lime move east | 6"
142. "I coral move north bump top I white move south then coral move south then coral move south then coral move north | 6"
143. "I green born | 6"
144. "I lime move south bump bottom died | 5 | 6"
145. "I violet born | 6"
146. "I black move south bump bottom died | 5 | 6"
147. "I coral still bump top I white move south bump top bump white marble move east bump white marble move east then coral move east | 6"
148. "I orange born | 6"
149. "I red move south bump bottom died | 5 | 6"
150. "I yellow still bump left then yellow move south then yellow move east then yellow move south bump top bump left | 6"
151. "I indigo born | 6"
152. "I white move west bump left bump bottom died | 5 | 6"
153. "I coral move north bump top I orange move south then coral move south bump left bump orange marble move south | 6"
154. "I gray born | 6"
155. "I yellow move west bump left bump bottom died | 5 | 6"
156. "I green still bump right then green move south bump left then green move west then green move east bump left | 6"
157. "I coral move north bump top I indigo move south then coral move west bump right bump right bump top | 6"
158. "I violet move north bump top I orange move south then violet move north bump right then violet move south | 6"
159. "I violet move west bump left then violet move south then violet move west bump top then violet move south | 6"
160. "I blue born | 6"
161. "I indigo move south then indigo move north bump left bump bottom died | 5 | 6"
162. "I silver born | 6"
163. "I blue move south bump bottom died | 5 | 6"
164. "I orange move north bump top I green move south then orange move south bump left bump green marble move south | 6"
165. "I brown born | 6"
166. "I violet move south bump bottom died | 5 | 6"
167. "I teal born | 6"
168. "I silver move north bump top I green move south then silver move east bump bottom died | 5 | 6"
169. "I gray move west bump left then gray move west bump right bump top then gray move east bump top | 6"
170. "I violet born | 6"
171. "I green move south bump bottom died | 5 | 6"
172. "I violet move east bump right then violet move north then violet move south then violet move north then violet move east | 6"
173. "I black born | 6"
174. "I gray still bump top I brown move south bump left bump brown marble move south then gray move west bump bottom died | 5 | 6"
175. "I brown move east then brown move south then brown move east then brown move west then brown move east | 6"
176. "I purple born | 6"
177. "I teal move west bump left then teal move north bump top bump bottom died | 5 | 6"
178. "I indigo born | 6"
179. "I brown move east bump right bump right then brown move west then brown move east bump bottom died | 5 | 6"
180. "I orange move north bump top I purple move south then orange move west bump purple marble move south then orange move south | 6"
181. "I black still then black move east bump top bump top then black move east bump right bump right bump top | 6"
182. "I red born | 6"
183. "I coral move south bump bottom died | 5 | 6"
184. "I indigo move north bump top I purple move south then indigo move north bump purple marble move west bump top | 6"
185. "I gold born | 6"
186. "I orange move west bump left then orange move south then orange move west bump bottom died | 5 | 6"
187. "I red move south then red move south then red move south then red move west then red move north | 6"
188. "I black born | 6"
189. "I black still bump left bump left bump right then black move west bump bottom died | 5 | 6"
190. "I purple still bump left then purple move south then purple move north then purple move north bump left bump right | 6"
191. "I blue born | 6"
192. "I gold move west then gold move east bump bottom died | 5 | 6"
193. "I blue move east bump right then blue move north then blue move east then blue move north then blue move east | 6"
194. "I red move west bump left bump right bump left then red move north then red move west then red move west | 6"
195. "I violet move west then violet move south bump top bump top bump top then violet move south then violet move east | 6"
196. "I gray born | 6"
197. "I purple move south bump bottom died | 5 | 6"
198. "I red move east bump right then red move west then red move north then red move west then red move north | 6"
199. "I gray move east then gray move east bump right then gray move east bump top bump top then gray move west | 6"
200. "I violet move east bump right then violet move east then violet move north bump left then violet move south | 6"
201. "I blue move south then blue move south then blue move south bump left then blue move west bump right | 6"
202. "I black still then black move west then black move north bump top bump top then black move east then black move south | 6"
203. "I red move north bump top I gray move south then red move east then red move south then red move north | 6"
204. "I pink born | 6"
205. "I violet move south bump bottom died | 5 | 6"
206. "I indigo move north bump top I black move south then black move east then indigo move west then indigo move south | 6"
207. "I red move west then red move east then red move west then red move west then red move south | 6"
208. "I green born | 6"
209. "I red move south then red move north then red move west then red move east bump top bump bottom died | 5 | 6"
210. "I indigo still bump right then indigo move south then indigo move north then indigo move south bump left bump left | 6"
211. "I indigo still bump right then indigo move east then indigo move east then indigo move west then indigo move south | 6"
212. "I yellow born | 6"
213. "I gray still bump right then gray move south then gray move west bump left bump top bump bottom died | 5 | 6"
214. "I blue move north bump top I pink move south bump pink marble move north then blue move south bump left | 6"
215. "I red born | 6"
216. "I green move south bump right then green move east bump bottom died | 5 | 6"
217. "I blue move south bump left bump left bump left bump right bump top then blue move east then blue move south | 6"
218. "I violet born | 6"
219. "I red still bump right then red move north bump right bump bottom died | 5 | 6"
220. "I gold born | 6"
221. "I yellow move east bump right bump left then yellow move south bump bottom died | 5 | 6"
222. "I gray born | 6"
223. "I violet move south bump bottom died | 5 | 6"
224. "I red born | 6"
225. "I pink move south bump bottom died | 5 | 6"
226. "I indigo move north then indigo move west bump top then indigo move west bump top then indigo move west | 6"
227. "I gold still bump top bump top bump right bump right bump top then gold move west bump right then gold move east | 6"
228. "I red move north bump top I gray move south then red move west then red move north bump top | 6"
229. "I white born | 6"
230. "I blue move north bump top I gold move south then blue move east bump gold marble move south bump bottom died | 5 | 6"
231. "I coral born | 6"
232. "I black move west bump left then black move west then black move north bump right bump bottom died | 5 | 6"
233. "I brown born | 6"
234. "I red move south bump bottom died | 5 | 6"
235. "I gray move west then gray move north bump right bump top bump top then gray move west bump top | 6"
236. "I silver born | 6"
237. "I brown move west bump left bump bottom died | 5 | 6"
238. "I orange born | 6"
239. "I coral move south bump bottom died | 5 | 6"
240. "I coral born | 6"
241. "I gold move east bump right bump left then gold move east bump bottom died | 5 | 6"
242. "I indigo move east bump right bump left bump left bump left then indigo move east bump right then indigo move west | 6"
243. "I white move north bump top bump left then white move south bump top bump right then white move west | 6"
244. "I blue born | 6"
245. "I coral move south then coral move south bump bottom died | 5 | 6"
246. "I indigo move north bump top I silver move south then indigo move south then indigo move south bump silver marble move north | 6"
247. "I brown born | 6"
248. "I gray move south bump bottom died | 5 | 6"
249. "I violet born | 6"
250. "I brown move west then brown move north then brown move east bump bottom died | 5 | 6"
251. "I blue still bump right then blue move north then blue move north then blue move south then blue move west | 6"
252. "I purple born | 6"
253. "I violet move south bump bottom died | 5 | 6"
254. "I indigo move north bump top I blue move south bump top bump left then indigo move west then indigo move south | 6"
255. "I gold born | 6"
256. "I indigo move north bump top I silver move south bump silver marble move west bump silver marble move east bump bottom died | 5 | 6"
257. "I violet born | 6"
258. "I blue move west bump left then blue move west bump bottom died | 5 | 6"
259. "I violet move north bump top I purple move south then purple move south then violet move north then violet move east | 6"
260. "I lime born | 6"
261. "I gold move west bump left then gold move north bump bottom died | 5 | 6"
262. "I lime move north bump top I purple move south bump purple marble move east bump purple marble move east then lime move east | 6"
263. "I indigo born | 6"
264. "I lime still bump bottom died | 5 | 6"
265. "I silver born | 6"
266. "I silver still bump bottom died | 5 | 6"
267. "I gray born | 6"
268. "I orange still bump left bump bottom died | 5 | 6"
269. "I green born | 6"
270. "I gray move south bump bottom died | 5 | 6"
271. "I indigo move north bump top I green move south bump top then indigo move south then indigo move east | 6"
272. "I white move east then white move west bump right bump right then white move north then white move west | 6"
273. "I coral born | 6"
274. "I white move west bump left bump left bump bottom died | 5 | 6"
275. "I red born | 6"
276. "I indigo move south bump bottom died | 5 | 6"
277. "I gold born | 6"
278. "I green still then green move west bump bottom died | 5 | 6"
279. "I red move west bump left then red move east then red move west then red move south bump left | 6"
280. "I navy born | 6"
281. "I silver move south bump bottom died | 5 | 6"
282. "I brown born | 6"
283. "I gold still bump right bump top bump bottom died | 5 | 6"
284. "I violet still bump right then violet move west then violet move west bump top bump right bump top then violet move south | 6"
285. "I gray born | 6"
286. "I navy move east bump right then navy move east bump bottom died | 5 | 6"
287. "I red move east then red move west then red move west then red move north bump top bump top | 6"
288. "I purple move south then purple move west bump left bump top then purple move west then purple move north | 6"
289. "I brown move west bump left then brown move west then brown move west then brown move north then brown move north | 6"
290. "I orange born | 6"
291. "I gray move east bump right then gray move south then gray move west bump bottom died | 5 | 6"
292. "I navy born | 6"
293. "I brown move south bump bottom died | 5 | 6"
294. "I orange still bump top I purple move south then orange move south bump purple marble move north bump left then orange move west | 6"
295. "I indigo born | 6"
296. "I navy still bump top then navy move south then navy move north bump bottom died | 5 | 6"
297. "I violet still bump left then violet move west bump top bump top then violet move east bump top bump left | 6"
298. "I green born | 6"
299. "I violet still then violet move south bump left then violet move west bump bottom died | 5 | 6"
300. "I pink born | 6"
301. "I indigo move west bump left then indigo move south bump bottom died | 5 | 6"
302. "I gold born | 6"
303. "I red still bump right then red move north bump bottom died | 5 | 6"
304. "I cyan born | 6"
305. "I orange still bump top I pink move south then orange move east bump bottom died | 5 | 6"
306. "I pink move north bump top I purple move south bump purple marble move west then pink move north then pink move south | 6"
307. "I yellow born | 6"
308. "I gold move south bump bottom died | 5 | 6"
309. "I lime born | 6"
310. "I purple move east bump bottom died | 5 | 6"
311. "I cyan still bump left then cyan move east bump right bump left bump right then cyan move west bump top | 6"
312. "I white born | 6"
313. "I cyan move south then cyan move south then cyan move west then cyan move west bump bottom died | 5 | 6"
314. "I white move north bump top I coral move south bump coral marble move west then white move west then white move north | 6"
315. "I yellow born | 6"
316. "I yellow move north bump bottom died | 5 | 6"
317. "I teal born | 6"
318. "I lime move south bump bottom died | 5 | 6"
319. "I green move west bump left bump right bump top bump right bump left then green move north bump right | 6"
320. "I lime born | 6"
321. "I pink move east bump right bump right then pink move south then pink move south bump right bump bottom died | 5 | 6"
322. "I gold born | 6"
323. "I lime move east bump right then lime move east bump right bump right bump right bump bottom died | 5 | 6"
324. "I gold move west bump left then gold move east then gold move west then gold move east then gold move west | 6"
325. "I yellow move east bump right then yellow move west bump left then yellow move south bump right bump right | 6"
326. "I brown born | 6"
327. "I green still bump left bump top then green move east bump left bump right bump bottom died | 5 | 6"
328. "I teal move north bump top I gold move south then teal move south bump right then teal move west | 6"
329. "I cyan born | 6"
330. "I white still bump bottom died | 5 | 6"
331. "I brown move north bump top I coral move south then coral move east then brown move south bump coral marble move west | 6"
332. "I orange born | 6"
333. "I gold move north bump top I yellow move south bump bottom died | 5 | 6"
334. "I purple born | 6"
335. "I brown move south bump bottom died | 5 | 6"
336. "I coral move west bump left then coral move north then coral move east bump top then coral move east | 6"
337. "I teal move east then teal move west bump right bump top bump right bump right bump right bump left | 6"
338. "I brown born | 6"
339. "I purple move south bump bottom died | 5 | 6"
340. "I cyan move east bump top then cyan move north then cyan move west then cyan move north then cyan move west | 6"
341. "I indigo born | 6"
342. "I coral move south bump bottom died | 5 | 6"
343. "I violet born | 6"
344. "I brown move east bump right bump right bump right then brown move south then brown move west bump bottom died | 5 | 6"
345. "I orange move south then orange move south bump right then orange move north bump top bump top then orange move west | 6"
346. "I violet move west bump top then violet move south then violet move east bump top bump left then violet move north | 6"
347. "I purple born | 6"
348. "I violet still bump left then violet move east bump right then violet move south then violet move east bump bottom died | 5 | 6"
349. "I yellow move south bump left bump top then yellow move east then yellow move east then yellow move south | 6"
350. "I teal move north then teal move south bump left then teal move east then teal move west then teal move north | 6"
351. "I orange move east bump right then orange move west bump top bump right bump left then orange move north | 6"
352. "I gold born | 6"
353. "I yellow move east bump right bump left bump bottom died | 5 | 6"
354. "I teal move south bump right bump right bump right then teal move east then teal move west then teal move north | 6"
355. "I purple move north bump top I cyan move south then cyan move west then purple move west then purple move east | 6"
356. "I orange still bump left bump left bump right then orange move east bump top then orange move south then orange move south | 6"
357. "I orange move north bump top I gold move south bump gold marble move east bump gold marble move south then orange move west | 6"
358. "I orange move north bump top I gold move south then orange move north bump left then orange move east | 6"
359. "I white born | 6"
360. "I teal move north bump top I indigo move south bump left bump bottom died | 5 | 6"
361. "I gold move south bump left bump top then gold move south then gold move east then gold move north | 6"
362. "I gold move north bump top I white move south then white move north then gold move east bump left | 6"
363. "I blue born | 6"
364. "I cyan move south bump bottom died | 5 | 6"
365. "I green born | 6"
366. "I white move west bump left then white move west then white move east bump top bump bottom died | 5 | 6"
367. "I coral born | 6"
368. "I orange move east then orange move south bump top bump bottom died | 5 | 6"
369. "I teal born | 6"
370. "I coral move south bump bottom died | 5 | 6"
371. "I teal move east bump right then teal move west then teal move south bump right then teal move north | 6"
372. "I gray born | 6"
373. "I blue move south bump bottom died | 5 | 6"
374. "I navy born | 6"
375. "I indigo move east bump right bump right bump bottom died | 5 | 6"
376. "I purple born | 6"
377. "I purple move south bump bottom died | 5 | 6"
378. "I purple move east bump right then purple move south bump right bump top bump right bump right bump left | 6"
379. "I red born | 6"
380. "I green still bump left then green move south then green move south bump bottom died | 5 | 6"
381. "I gray move west bump left bump left then gray move west bump top bump top then gray move east | 6"
382. "I indigo born | 6"
383. "I gray move east bump left bump bottom died | 5 | 6"
384. "I navy move north bump top I teal move south then teal move east then navy move south bump top | 6"
385. "I black born | 6"
386. "I navy move south bump bottom died | 5 | 6"
387. "I cyan born | 6"
388. "I red move west then red move east then red move east bump bottom died | 5 | 6"
389. "I blue born | 6"
390. "I purple move west bump left bump left then purple move south then purple move west bump bottom died | 5 | 6"
391. "I indigo move south then indigo move east then indigo move south then indigo move west then indigo move east | 6"
392. "I white born | 6"
393. "I gold move east bump right then gold move west then gold move south then gold move west bump bottom died | 5 | 6"
394. "I blue move north then blue move north then blue move west then blue move north then blue move west | 6"
395. "I orange born | 6"
396. "I black move south then black move south bump bottom died | 5 | 6"
397. "I teal still bump top I orange move south then teal move south then teal move east bump orange marble move west | 6"
398. "I indigo still bump left then indigo move east bump left then indigo move south then indigo move east then indigo move west | 6"
399. "I black born | 6"
400. "I white still bump right bump bottom died | 5 | 6"
401. "I indigo move north bump top I cyan move south then cyan move east then indigo move east bump cyan marble move east | 6"
402. "I cyan move north bump top I blue move south bump left then cyan move west bump blue marble move east | 6"
403. "I black move north bump top I blue move south then black move north bump blue marble move south then black move east | 6"
404. "I green born | 6"
405. "I black move west then black move west bump top bump bottom died | 5 | 6"
406. "I pink born | 6"
407. "I blue move south bump bottom died | 5 | 6"
408. "I cyan still bump right bump left then cyan move south then cyan move south then cyan move north then cyan move north | 6"
409. "I cyan born | 6"
410. "I cyan move north then cyan move east then cyan move north bump bottom died | 5 | 6"
411. "I orange move east bump right bump left then orange move south bump left bump right then orange move west | 6"
412. "I indigo move east then indigo move north then indigo move north then indigo move east bump top bump right | 6"
413. "I green move west then green move south then green move east then green move north then green move west | 6"
414. "I orange move east bump right then orange move west then orange move east then orange move north then orange move north | 6"
415. "I teal move west bump left bump top then teal move south bump right then teal move north then teal move south | 6"
416. "I black born | 6"
417. "I orange still bump bottom died | 5 | 6"
418. "I pink move north bump top bump top then pink move east then pink move east bump right then pink move west | 6"
419. "I gray born | 6"
420. "I green move east bump right then green move west then green move west bump bottom died | 5 | 6"
421. "I black move north bump top I gray move south then black move east then black move south bump gray marble move west | 6"
422. "I black move north bump top I pink move south then pink move west bump right then black move south | 6"
423. "I black still bump top I cyan move south then black move north then black move east bump top then black move north | 6"
424. "I orange born | 6"
425. "I black move east bump right bump bottom died | 5 | 6"
426. "I cyan move west then cyan move west bump right bump left bump right then cyan move south then cyan move west | 6"
427. "I cyan born | 6"
428. "I cyan move west bump left bump bottom died | 5 | 6"
429. "I indigo move west bump left then indigo move north bump left then indigo move north then indigo move east | 6"
430. "I gray still then gray move north then gray move west then gray move north bump right bump right then gray move south | 6"
431. "I cyan move west bump left then cyan move west then cyan move west then cyan move west then cyan move south | 6"
432. "I white born | 6"
433. "I teal move west bump left then teal move east bump bottom died | 5 | 6"
434. "I gray move west bump left then gray move north bump left bump top bump right bump right then gray move east | 6"
435. "I green born | 6"
436. "I gray still bump bottom died | 5 | 6"
437. "I orange move east bump right then orange move north bump right then orange move north bump top bump top | 6"
438. "I indigo move north bump left bump top bump left then indigo move north then indigo move east bump top | 6"
439. "I yellow born | 6"
440. "I green move east bump right bump bottom died | 5 | 6"
441. "I yellow move north bump top I cyan move south then yellow move east then yellow move east bump cyan marble move west | 6"
442. "I navy born | 6"
443. "I pink move north then pink move north then pink move south bump bottom died | 5 | 6"
444. "I navy move north bump top I cyan move south bump left then navy move west bump cyan marble move east | 6"
445. "I navy move north bump top I white move south then navy move east then navy move east then navy move west | 6"
446. "I black born | 6"
447. "I indigo still then indigo move north then indigo move south bump bottom died | 5 | 6"
448. "I lime born | 6"
449. "I navy move south bump bottom died | 5 | 6"
450. "I white move south then white move west bump left bump top then white move west then white move west | 6"
451. "I lime move west bump top bump left bump left bump right bump top bump right bump left then lime move south | 6"
452. "I indigo born | 6"
453. "I yellow move west bump left bump top then yellow move east bump bottom died | 5 | 6"
454. "I blue born | 6"
455. "I lime move south bump bottom died | 5 | 6"
456. "I silver born | 6"
457. "I black move west bump left then black move north bump bottom died | 5 | 6"
458. "I indigo still bump left then indigo move west then indigo move south then indigo move south bump top then indigo move north | 6"
459. "I silver still bump top I orange move south bump top bump orange marble move north then silver move south bump orange marble move south | 6"
460. "I purple born | 6"
461. "I indigo move north bump top I cyan move south bump cyan marble move north bump left bump bottom died | 5 | 6"
462. "I silver born | 6"
463. "I silver move north bump top I blue move south then blue move north bump bottom died | 5 | 6"
464. "I blue move south bump right then blue move north bump top then blue move east bump right bump right | 6"
465. "I indigo born | 6"
466. "I purple move south bump bottom died | 5 | 6"
467. "I navy born | 6"
468. "I cyan move east bump right then cyan move west then cyan move east bump bottom died | 5 | 6"
469. "I silver move east bump right then silver move west bump right then silver move south then silver move east | 6"
470. "I cyan born | 6"
471. "I blue move west bump left bump bottom died | 5 | 6"
472. "I indigo move south then indigo move north then indigo move west then indigo move south then indigo move south | 6"
473. "I indigo still bump top I white move south then indigo move south bump white marble move south bump white marble move east | 6"
474. "I orange still bump right then orange move west bump right bump right then orange move east bump top then orange move west | 6"
475. "I yellow born | 6"
476. "I indigo move north bump bottom died | 5 | 6"
477. "I black born | 6"
478. "I silver move east bump right then silver move south bump right bump left bump bottom died | 5 | 6"
479. "I teal born | 6"
480. "I cyan still bump bottom died | 5 | 6"
481. "I black still bump right bump right then black move east then black move west then black move west then black move east | 6"
482. "I coral born | 6"
483. "I navy move north bump top I black move south then black move north bump right bump bottom died | 5 | 6"
484. "I blue born | 6"
485. "I yellow move north then yellow move east bump bottom died | 5 | 6"
486. "I teal move north bump top I blue move south then teal move east then teal move south bump blue marble move north | 6"
487. "I white move north bump top I black move south then black move east then white move south bump black marble move east | 6"
488. "I black move west bump left bump left bump left then black move north then black move north bump right | 6"
489. "I orange born | 6"
490. "I orange still bump right bump top bump bottom died | 5 | 6"
491. "I red born | 6"
492. "I blue move east bump right then blue move south bump left bump left bump bottom died | 5 | 6"
493. "I gray born | 6"
494. "I coral move north bump bottom died | 5 | 6"
495. "I orange still bump right then orange move south bump left bump left bump top then orange move north then orange move south | 6"
496. "I gold born | 6"
497. "I gray move west bump left bump left then gray move west bump bottom died | 5 | 6"
498. "I green born | 6"
499. "I red move east bump right then red move north then red move south bump bottom died | 5 | 6"
500. "I black still bump right bump top bump left bump left then black move north then black move south bump right | 6"
501. "I red born | 6"
502. "I green move south bump bottom died | 5 | 6"
503. "I coral born | 6"
504. "I red move west bump left bump top then red move south then red move north bump left bump bottom died | 5 | 6"
505. "I coral move west bump left then coral move east then coral move south bump left then coral move north | 6"
506. "I lime born | 6"
507. "I coral move south bump bottom died | 5 | 6"
508. "I navy born | 6"
509. "I black move west bump left bump left then black move east bump bottom died | 5 | 6"
510. "I orange still bump right then orange move west then orange move west then orange move east then orange move north | 6"
511. "I blue born | 6"
512. "I orange move east bump right bump bottom died | 5 | 6"
513. "I purple born | 6"
514. "I teal move south bump bottom died | 5 | 6"
515. "I white move east bump right then white move west then white move south then white move south then white move west | 6"
516. "I gray born | 6"
517. "I white still bump bottom died | 5 | 6"
518. "I green born | 6"
519. "I blue move west bump left then blue move north bump left bump top bump bottom died | 5 | 6"
520. "I indigo born | 6"
521. "I navy move south then navy move east bump top then navy move south bump bottom died | 5 | 6"
522. "I pink born | 6"
523. "I purple move west bump left then purple move west bump right bump top bump bottom died | 5 | 6"
524. "I teal born | 6"
525. "I green move south bump bottom died | 5 | 6"
526. "I pink move west then pink move east bump top then pink move north bump right bump top then pink move east | 6"
