Enhanced Marble Language Dataset - Generated on 2025-05-30 22:44:26
================================================================================

Dataset Statistics:
128. "I gray marble move east bump into red marble"
129. "I gray marble move south bump into brown marble"
130. "I white marble move west bump into brown marble"
131. "I blue marble move north bump into top I orange then orange marble move west"
132. "I green marble move west bump into bottom"
133. "I yellow marble move north bump into top I orange then orange marble move west"
134. "I gray marble move south"
135. "I brown marble move south then purple marble move south"
136. "I blue marble move south"
137. "I blue marble move west bump into top I black"
138. "I gray marble move west bump into red marble then cyan marble move south"
139. "I blue marble move east bump into white marble"
140. "I pink marble move south bump into left then yellow marble move east"
141. "I orange marble move west bump into black marble"
142. "I red marble move south bump into purple marble"
143. "I cyan marble move west bump into black marble"
144. "I purple marble move east bump into green marble then yellow marble move east"
145. "I orange marble move west bump into top I gray"
146. "I pink marble move south bump into purple marble"
147. "I green marble move south bump into orange marble then cyan marble move south"
148. "I pink marble move south"
149. "I gray marble move west"
150. "I yellow marble move north bump into orange marble"
151. "I brown marble move east bump into red marble"
152. "I brown marble move north bump into top I purple"
153. "I white marble move north bump into right"
154. "I black marble move north bump into white marble"
155. "I cyan marble move east bump into left then red marble move south"
156. "I cyan marble move north"
157. "I purple marble move south bump into cyan marble"
158. "I blue marble move north bump into top I pink"
159. "I black"
160. "I brown marble move west bump into right"
161. "I brown marble move east bump into left"
162. "I orange marble move east bump into left"
163. "I white marble move north bump into purple marble then black marble move west"
164. "I blue marble move east bump into red marble"
165. "I blue marble move north bump into red marble"
166. "I gray marble move east bump into green marble then cyan marble move west"
167. "I gray marble move north bump into purple marble"
168. "I green marble move east bump into pink marble then purple marble move north"
169. "I yellow marble move west then pink marble move west"
170. "I red marble move north bump into brown marble"
171. "I purple marble move north bump into top I gray then white marble move east"
172. "I gray marble move west bump into left"
173. "I cyan marble move south bump into top I green"
174. "I purple marble move north bump into brown marble"
175. "I red marble move north bump into top I gray then black marble move south"
176. "I white marble move north then brown marble move west"
177. "I blue marble move south bump into top I purple"
178. "I blue marble move north bump into left then brown marble move east"
179. "I orange marble move east"
180. "I cyan marble move east bump into black marble"
181. "I brown marble move north bump into red marble"
182. "I cyan marble move south then black marble move east"
183. "I black marble move east bump into left"
184. "I pink marble move west bump into left then green marble move north"
185. "I purple marble move south"
186. "I red marble move east then black marble move east"
187. "I gray marble move east bump into black marble"
188. "I brown marble move north bump into gray marble then pink marble move south"
189. "I orange marble move east bump into white marble"
190. "I yellow marble move south bump into top I brown"
191. "I white marble move west bump into top I gray"
192. "I white marble move west bump into top I purple then purple marble move east"
193. "I brown marble move west bump into top I green"
194. "I cyan marble move east bump into right"
195. "I brown marble move south bump into yellow marble"
196. "I brown marble move south then purple marble move north"
197. "I pink marble move south bump into orange marble"
198. "I purple marble move south bump into top I gray"
199. "I orange marble move west bump into top I black then brown marble move north"
200. "I black marble move south bump into orange marble then red marble move south"
201. "I purple marble move west bump into pink marble"
202. "I green marble move east bump into left then gray marble move south"
203. "I brown marble move east bump into top I black"
204. "I brown marble move west bump into left then blue marble move west"
205. "I red marble move south bump into top I cyan then cyan marble move east"
206. "I brown marble move north bump into purple marble then green marble move west"
207. "I blue marble move east bump into yellow marble"
208. "I gray marble move south bump into pink marble"
209. "I green"
210. "I blue marble move north"
211. "I pink marble move east bump into right"
212. "I pink marble move east bump into cyan marble"
213. "I gray marble move north bump into orange marble"
214. "I pink marble move east bump into blue marble then cyan marble move west"
215. "I green marble move west bump into brown marble"
216. "I gray marble move south bump into top I red"
217. "I black marble move south then yellow marble move east"
218. "I pink marble move east bump into orange marble"
219. "I brown marble move west bump into green marble"
220. "I cyan marble move west bump into brown marble"
221. "I cyan marble move north bump into top I brown then white marble move east"
222. "I orange marble move west bump into right then blue marble move north"
223. "I orange marble move north bump into right"
224. "I purple marble move south bump into top I red"
225. "I black marble move south bump into cyan marble"
226. "I black marble move west bump into left then brown marble move east"
227. "I cyan marble move east bump into white marble"
228. "I brown marble move west bump into gray marble"
229. "I cyan marble move west bump into purple marble"
230. "I gray marble move north bump into black marble"
231. "I gray marble move north bump into brown marble"
232. "I red marble move west bump into left then brown marble move south"
233. "I white marble move north bump into left then yellow marble move east"
234. "I red marble move west bump into right"
235. "I black marble move west bump into blue marble"
236. "I black marble move north bump into right"
237. "I black marble move north bump into brown marble"
238. "I cyan marble move north bump into white marble"
239. "I blue marble move west bump into red marble then green marble move north"
240. "I orange marble move west bump into top I yellow"
241. "I cyan marble move east bump into left"
242. "I orange marble move south bump into left then white marble move west"
243. "I blue marble move east bump into gray marble"
244. "I cyan marble move south bump into right then gray marble move north"
245. "I cyan marble move north bump into left then purple marble move west"
246. "I pink marble move north bump into white marble"
247. "I gray marble move west bump into pink marble"
248. "I gray marble move west bump into bottom"
249. "I brown marble move south"
250. "I white marble move south bump into left then red marble move south"
251. "I orange marble move north bump into bottom"
252. "I green marble move north bump into blue marble"
253. "I brown marble move east bump into purple marble"
254. "I orange marble move north bump into top I yellow"
255. "I purple marble move south bump into right then red marble move south"
256. "I gray marble move east bump into top I cyan"
257. "I red marble move south bump into gray marble"
258. "I orange marble move east bump into red marble"
259. "I red marble move west bump into left"
260. "I yellow marble move east bump into pink marble"
261. "I green marble move west bump into left then red marble move north"
262. "I green marble move south bump into cyan marble"
263. "I orange marble move south bump into white marble"
264. "I yellow marble move south bump into bottom"
265. "I blue marble move west bump into pink marble"
266. "I blue marble move east bump into top I cyan then cyan marble move south"
267. "I orange marble move north bump into blue marble"
268. "I brown marble move west bump into blue marble then yellow marble move east"
269. "I gray marble move south bump into left"
270. "I white marble move north"
271. "I black marble move west bump into right"
272. "I red marble move east bump into top I green"
273. "I pink marble move south bump into cyan marble"
274. "I white marble move south bump into left then orange marble move south"
275. "I purple marble move east bump into red marble then brown marble move east"
276. "I blue marble move south bump into orange marble then white marble move north"
277. "I orange marble move east bump into top I purple then white marble move east"
278. "I gray marble move south bump into black marble"
279. "I orange marble move east then yellow marble move south"
280. "I black marble move north bump into orange marble"
281. "I green marble move north bump into top I brown"
282. "I gray marble move south bump into top I blue"
283. "I purple marble move west bump into bottom"
284. "I white marble move south bump into bottom"
285. "I cyan marble move east then red marble move north"
286. "I gray marble move west bump into white marble then cyan marble move east"
287. "I gray marble move south bump into orange marble"
288. "I white marble move north bump into orange marble then red marble move north"
289. "I white marble move west"
290. "I red marble move west bump into white marble then purple marble move south"
291. "I red marble move east bump into right then black marble move south"
292. "I green marble move west bump into right"
293. "I yellow marble move east bump into purple marble"
294. "I blue marble move south bump into left"
295. "I brown marble move north bump into blue marble then yellow marble move east"
296. "I black marble move east"
297. "I pink marble move south bump into right then orange marble move south"
298. "I cyan marble move north bump into gray marble"
299. "I red marble move east bump into black marble"
300. "I yellow marble move west then pink marble move south"
301. "I pink marble move north bump into left"
302. "I brown marble move east then yellow marble move west"
303. "I pink marble move west bump into left then white marble move east"
304. "I orange marble move south bump into blue marble then brown marble move north"
305. "I brown marble move east bump into right"
306. "I orange marble move north bump into pink marble"
307. "I purple marble move south then white marble move north"
308. "I yellow marble move west bump into purple marble"
309. "I cyan marble move north bump into yellow marble"
310. "I brown marble move north then cyan marble move north"
311. "I green marble move west bump into top I brown"
312. "I red marble move south bump into right"
313. "I black marble move south then red marble move east"
314. "I white marble move north then cyan marble move west"
315. "I orange marble move east bump into left then brown marble move south"
316. "I pink marble move south then orange marble move east"
317. "I white marble move north then green marble move north"
318. "I red marble move west bump into top I pink"
319. "I green marble move south bump into top I black"
320. "I orange marble move south bump into yellow marble"
321. "I green marble move west bump into cyan marble then gray marble move west"
322. "I gray marble move south bump into white marble"
323. "I black marble move east bump into orange marble"
324. "I pink marble move north bump into right"
325. "I brown marble move north bump into top I white"
326. "I blue marble move west bump into pink marble then orange marble move west"
327. "I white marble move east then gray marble move south"
328. "I cyan marble move west bump into black marble then pink marble move east"
329. "I black marble move west bump into top I white"
330. "I pink marble move south bump into left"
331. "I orange marble move east bump into left then black marble move west"
332. "I blue"
333. "I red marble move north bump into cyan marble"
334. "I orange marble move south bump into red marble"
335. "I red marble move west bump into pink marble"
336. "I yellow marble move west bump into right"
337. "I red marble move east bump into bottom"
338. "I gray marble move north bump into top I black"
339. "I blue marble move north bump into left"
340. "I purple marble move west bump into left"
341. "I black marble move west bump into bottom"
342. "I white marble move south bump into top I cyan"
343. "I purple marble move west then red marble move north"
344. "I pink marble move west bump into purple marble then blue marble move west"
345. "I gray marble move east bump into bottom"
346. "I pink marble move west bump into left then orange marble move west"
347. "I pink marble move north bump into bottom"
348. "I orange marble move east then brown marble move west"
349. "I cyan marble move west"
350. "I purple marble move south then yellow marble move west"
351. "I orange marble move east bump into right then green marble move west"
352. "I green marble move west bump into cyan marble"
353. "I red marble move west bump into cyan marble"
354. "I green marble move south bump into orange marble"
355. "I green marble move south"
356. "I brown marble move west bump into left then purple marble move east"
357. "I gray marble move south then orange marble move west"
358. "I red marble move south then yellow marble move west"
359. "I black marble move north bump into top I purple then purple marble move west"
360. "I yellow marble move east bump into blue marble then orange marble move north"
361. "I brown marble move east bump into green marble"
362. "I cyan marble move west then black marble move east"
363. "I red marble move east bump into top I cyan"
364. "I purple marble move south bump into top I orange"
365. "I blue marble move south bump into top I gray then gray marble move west"
366. "I purple marble move north bump into bottom"
367. "I green marble move west bump into top I yellow"
368. "I orange marble move east bump into top I brown"
369. "I white marble move north bump into black marble"
370. "I cyan marble move west bump into green marble then white marble move north"
371. "I brown marble move west bump into bottom"
372. "I red marble move west bump into top I purple"
373. "I pink marble move east then yellow marble move south"
374. "I brown marble move west bump into top I gray then gray marble move west"
375. "I black marble move east bump into brown marble"
376. "I yellow marble move south bump into brown marble then purple marble move west"
377. "I orange marble move south bump into green marble"
378. "I white marble move north bump into orange marble"
379. "I cyan marble move north bump into brown marble then black marble move east"
380. "I yellow marble move south bump into brown marble then pink marble move north"
381. "I brown marble move south bump into right"
382. "I green marble move south bump into right then cyan marble move south"
383. "I orange marble move south bump into right"
384. "I green marble move south then purple marble move north"
385. "I black marble move east bump into right"
386. "I red marble move north bump into left"
387. "I white marble move east bump into red marble then blue marble move west"
388. "I gray marble move south bump into bottom"
389. "I orange marble move south bump into black marble"
390. "I yellow marble move south"
391. "I gray marble move west then orange marble move south"
392. "I red marble move south bump into left then black marble move south"
393. "I black marble move north"
394. "I purple marble move south bump into white marble"
395. "I brown marble move north bump into top I green"
396. "I red marble move west bump into top I black"
397. "I red marble move west bump into purple marble then brown marble move south"
398. "I gray marble move north bump into cyan marble"
399. "I cyan marble move west bump into bottom"
400. "I gray marble move north bump into top I brown"
401. "I purple marble move south bump into left then blue marble move south"
402. "I orange marble move west bump into cyan marble"
403. "I black marble move north then blue marble move north"
404. "I yellow marble move south bump into right"
405. "I cyan marble move south bump into left then white marble move south"
406. "I black marble move south then green marble move north"
407. "I black marble move south bump into white marble"
408. "I green marble move east bump into right then yellow marble move east"
409. "I cyan marble move south then black marble move west"
410. "I orange marble move east bump into purple marble"
411. "I white marble move north bump into bottom"
412. "I red marble move east bump into right then brown marble move south"
413. "I yellow marble move east bump into white marble"
414. "I blue marble move north bump into left then purple marble move east"
415. "I purple marble move east bump into left then cyan marble move west"
416. "I purple marble move north then red marble move south"
417. "I cyan marble move north then blue marble move north"
418. "I orange marble move north bump into blue marble then pink marble move south"
419. "I white marble move west bump into red marble"
420. "I cyan marble move south bump into purple marble"
421. "I pink marble move east then white marble move north"
422. "I orange marble move east bump into cyan marble"
423. "I green marble move south bump into top I blue then orange marble move west"
424. "I white marble move east bump into left"
425. "I red marble move west bump into brown marble"
426. "I black marble move south"
427. "I white marble move north bump into top I green then green marble move north"
428. "I blue marble move west bump into black marble"
429. "I black marble move west bump into green marble"
430. "I gray marble move north bump into purple marble then red marble move east"
431. "I brown marble move north"
432. "I black marble move north bump into top I red"
433. "I gray marble move south then red marble move east"
434. "I orange"
435. "I pink marble move east bump into black marble"
436. "I red marble move east bump into purple marble then white marble move north"
437. "I yellow marble move south bump into purple marble then cyan marble move north"
438. "I red marble move west bump into black marble then green marble move west"
439. "I pink marble move east bump into left then brown marble move south"
440. "I brown marble move north bump into left"
441. "I pink marble move south bump into black marble"
442. "I purple marble move east bump into cyan marble"
443. "I orange marble move west then pink marble move north"
444. "I pink marble move north bump into top I white"
445. "I purple marble move north bump into right"
446. "I gray marble move east bump into purple marble then red marble move west"
447. "I yellow marble move west bump into orange marble"
448. "I pink marble move west bump into gray marble"
449. "I green marble move south bump into gray marble"
450. "I green marble move south bump into black marble then purple marble move north"
451. "I red marble move east bump into orange marble"
452. "I brown"
453. "I orange marble move east bump into white marble then green marble move north"
454. "I green marble move east then red marble move west"
455. "I green marble move south bump into top I blue then blue marble move west"
456. "I green marble move south bump into white marble"
457. "I cyan marble move south then gray marble move west"
458. "I brown marble move south bump into red marble"
459. "I pink marble move west bump into brown marble then green marble move south"
460. "I purple marble move south bump into cyan marble then green marble move south"
461. "I brown marble move south then black marble move east"
462. "I black marble move south bump into top I purple"
463. "I blue marble move west bump into white marble"
464. "I red marble move south"
465. "I red marble move west bump into right then black marble move east"
466. "I orange marble move west"
467. "I red marble move east bump into right then orange marble move north"
468. "I blue marble move west"
469. "I red marble move south bump into brown marble"
470. "I blue marble move east bump into orange marble then gray marble move south"
471. "I cyan marble move south then purple marble move east"
472. "I green marble move east bump into pink marble"
473. "I orange marble move north bump into purple marble then brown marble move north"
474. "I red marble move south bump into left"
475. "I brown marble move south bump into blue marble"
476. "I green marble move east bump into blue marble"
477. "I blue marble move north bump into brown marble"
478. "I gray marble move east bump into top I purple"
479. "I brown marble move north bump into orange marble then white marble move west"
480. "I black marble move east bump into left then red marble move south"
481. "I black marble move south bump into left then orange marble move south"
482. "I blue marble move north bump into top I red"
483. "I green marble move north bump into left"
484. "I white marble move west bump into bottom"
485. "I cyan marble move north bump into left then brown marble move south"
486. "I orange marble move east bump into yellow marble"
487. "I blue marble move south bump into top I pink"
488. "I purple marble move west then brown marble move east"
489. "I white marble move west bump into right then purple marble move north"
490. "I pink marble move east bump into left"
491. "I yellow marble move south bump into orange marble then green marble move north"
492. "I cyan marble move south bump into blue marble"
493. "I blue marble move east bump into top I yellow then yellow marble move south"
494. "I pink marble move north then white marble move east"
495. "I green marble move north bump into gray marble"
496. "I pink marble move south then cyan marble move east"
497. "I gray marble move west bump into red marble"
498. "I purple marble move west then gray marble move south"
499. "I cyan marble move north bump into bottom"
500. "I gray marble move south bump into green marble"
501. "I gray marble move east bump into pink marble"
502. "I green marble move east bump into right"
503. "I cyan marble move south then purple marble move west"
504. "I blue marble move north bump into white marble then orange marble move south"
505. "I brown marble move west then white marble move north"
506. "I yellow marble move east bump into right"
507. "I white marble move south then cyan marble move west"
508. "I blue marble move east bump into brown marble"
509. "I yellow marble move west bump into left"
510. "I orange marble move north bump into cyan marble"
511. "I red marble move south bump into right then white marble move west"
512. "I green marble move east bump into left"
513. "I cyan"
514. "I green marble move east then white marble move west"
515. "I orange marble move west bump into top I black"
516. "I gray marble move west then black marble move north"
517. "I purple marble move east bump into left then black marble move west"
518. "I pink marble move south bump into top I white then orange marble move west"
519. "I black marble move south bump into left then cyan marble move south"
520. "I gray marble move east bump into white marble"
521. "I red marble move west bump into orange marble"
522. "I black marble move south bump into left then brown marble move east"
523. "I yellow marble move west then purple marble move south"
524. "I orange marble move east bump into top I green"
525. "I brown marble move north bump into right"
526. "I yellow marble move north bump into red marble"
527. "I orange marble move south bump into bottom"
528. "I pink marble move west"
529. "I gray marble move south bump into black marble then orange marble move east"
530. "I brown marble move east bump into top I blue"
531. "I pink marble move north bump into purple marble then red marble move east"
532. "I white marble move west bump into black marble then pink marble move south"
533. "I brown marble move south bump into gray marble"
534. "I orange marble move north bump into top I gray"
535. "I pink marble move west then white marble move north"
536. "I red marble move south bump into right then black marble move south"
537. "I yellow marble move north then brown marble move north"
538. "I pink marble move west bump into right then blue marble move east"
539. "I yellow marble move west bump into red marble then gray marble move south"
540. "I brown marble move south bump into cyan marble"
541. "I purple marble move west bump into orange marble"
542. "I gray marble move north bump into top I white"
543. "I black marble move north bump into green marble"
544. "I yellow marble move north then red marble move west"
545. "I cyan marble move east bump into pink marble then brown marble move south"
546. "I blue marble move north bump into white marble then red marble move east"
547. "I yellow marble move west bump into white marble then pink marble move east"
548. "I gray marble move south bump into left then yellow marble move south"
549. "I yellow marble move east bump into right then brown marble move south"
550. "I brown marble move east"
551. "I cyan marble move east then yellow marble move north"
552. "I brown marble move east bump into yellow marble"
553. "I cyan marble move west bump into orange marble"
554. "I pink marble move north bump into blue marble then orange marble move north"
555. "I black marble move south bump into pink marble"
556. "I white marble move north bump into yellow marble"
557. "I brown marble move west bump into purple marble"
558. "I yellow marble move east bump into bottom"
559. "I orange marble move west bump into top I green"
560. "I blue marble move south bump into pink marble"
561. "I red marble move west bump into purple marble"
562. "I black marble move north bump into yellow marble"
563. "I gray marble move north then red marble move west"
564. "I white marble move north bump into brown marble"
565. "I yellow marble move west then brown marble move east"
566. "I green marble move west bump into right then red marble move east"
567. "I orange marble move south bump into gray marble then black marble move east"
568. "I blue marble move south bump into red marble"
569. "I brown marble move north bump into top I blue"
570. "I purple marble move east bump into right"
571. "I purple marble move east bump into right then gray marble move east"
572. "I orange marble move north bump into top I black then black marble move west"
573. "I orange marble move north then brown marble move east"
574. "I purple marble move north bump into left"
575. "I yellow marble move west"
576. "I yellow"
577. "I yellow marble move west bump into pink marble"
578. "I orange marble move west bump into gray marble"
579. "I green marble move south bump into blue marble"
580. "I white marble move east bump into black marble"
581. "I black marble move south bump into right then yellow marble move north"
582. "I purple marble move north"
583. "I orange marble move west bump into red marble"
584. "I green marble move west bump into left then brown marble move north"
585. "I cyan marble move north bump into green marble then black marble move west"
586. "I cyan marble move east bump into right then black marble move east"
587. "I white marble move south bump into right then purple marble move south"
588. "I purple marble move east bump into pink marble"
589. "I green marble move east bump into bottom"
590. "I yellow marble move south bump into left"
591. "I pink marble move north bump into red marble"
592. "I purple marble move south bump into bottom"
593. "I pink marble move east bump into red marble"
594. "I red marble move west"
595. "I yellow marble move north bump into blue marble"
596. "I yellow marble move east then red marble move south"
597. "I red marble move east bump into gray marble"
598. "I brown marble move north bump into left then red marble move south"
599. "I cyan marble move south bump into orange marble"
600. "I brown marble move east bump into blue marble"
601. "I purple marble move north bump into yellow marble"
602. "I pink marble move south bump into green marble then white marble move north"
603. "I orange marble move south bump into blue marble"
604. "I white marble move south bump into gray marble then pink marble move north"
605. "I blue marble move north bump into yellow marble"
606. "I gray marble move east bump into top I green then green marble move south"
607. "I white marble move north bump into right then red marble move east"
608. "I cyan marble move west bump into purple marble then brown marble move south"
609. "I cyan marble move west then blue marble move east"
610. "I blue marble move east bump into orange marble"
611. "I green marble move south bump into brown marble then gray marble move east"
612. "I cyan marble move north bump into top I brown"
613. "I black marble move north bump into top I orange"
614. "I cyan marble move east bump into yellow marble then purple marble move south"
615. "I red marble move north bump into brown marble then black marble move south"
616. "I pink marble move south bump into purple marble then blue marble move west"
617. "I pink marble move east"
618. "I orange marble move west bump into pink marble"
619. "I red marble move south then green marble move south"
620. "I yellow marble move east bump into cyan marble"
621. "I black marble move south bump into right"
622. "I green marble move west"
623. "I cyan marble move south bump into black marble then blue marble move east"
624. "I black marble move south bump into yellow marble"
625. "I yellow marble move west bump into gray marble"
626. "I pink marble move south bump into red marble"
627. "I brown marble move west bump into left then cyan marble move south"
628. "I cyan marble move west bump into yellow marble"
629. "I green marble move north bump into top I gray"
630. "I black marble move south bump into right then white marble move west"
631. "I white marble move east bump into bottom"
632. "I gray marble move north bump into pink marble"
633. "I black marble move east bump into bottom"
634. "I purple marble move east bump into green marble then yellow marble move north"
635. "I green marble move west bump into yellow marble then red marble move west"
636. "I black marble move south bump into red marble"
637. "I purple marble move west bump into top I black"
638. "I cyan marble move west bump into right"
639. "I green marble move south bump into black marble then purple marble move south"
640. "I red marble move north bump into blue marble"
641. "I black marble move south bump into top I green"
642. "I gray marble move west bump into orange marble"
643. "I green marble move west bump into top I orange"
644. "I red marble move east bump into right"
645. "I pink marble move west bump into blue marble"
646. "I green marble move north"
647. "I brown marble move west bump into left then yellow marble move east"
648. "I yellow marble move west bump into right then white marble move south"
649. "I yellow marble move north"
650. "I purple marble move east bump into bottom"
651. "I orange marble move north then red marble move north"
652. "I white marble move west bump into right then pink marble move west"
653. "I gray"
654. "I gray marble move north bump into top I blue"
655. "I gray marble move west bump into top I purple"
656. "I cyan marble move east bump into orange marble then gray marble move south"
657. "I red marble move north bump into pink marble"
658. "I orange marble move west bump into top I brown"
659. "I pink marble move east then black marble move north"
660. "I brown marble move south bump into pink marble then orange marble move south"
661. "I black marble move south bump into blue marble"
662. "I pink marble move south bump into right then red marble move east"
663. "I purple marble move south bump into right then orange marble move north"
664. "I pink marble move west bump into right"
665. "I purple marble move north bump into black marble"
666. "I purple marble move west then cyan marble move west"
667. "I yellow marble move north then brown marble move south"
668. "I pink marble move west bump into top I red"
669. "I red"
670. "I orange marble move west then gray marble move west"
671. "I cyan marble move south bump into left then yellow marble move east"
672. "I yellow marble move west then gray marble move north"
673. "I gray marble move north"
674. "I blue marble move west bump into left"
675. "I pink marble move west bump into purple marble"
676. "I brown marble move south bump into orange marble then black marble move south"
677. "I white marble move north bump into green marble"
678. "I cyan marble move east bump into top I white"
679. "I yellow marble move south bump into gray marble"
680. "I yellow marble move south bump into cyan marble"
681. "I brown marble move north bump into green marble"
682. "I black marble move south bump into bottom"
683. "I cyan marble move north bump into orange marble"
684. "I red marble move south bump into top I pink"
685. "I brown marble move west"
686. "I pink marble move north bump into cyan marble"
687. "I orange marble move east bump into brown marble"
688. "I black marble move west bump into top I red"
689. "I white marble move east bump into right"
690. "I cyan marble move east bump into green marble"
691. "I cyan marble move east then brown marble move north"
692. "I white marble move north bump into purple marble"
693. "I green marble move west bump into top I gray then pink marble move south"
694. "I yellow marble move east bump into red marble"
695. "I pink marble move south then gray marble move north"
696. "I pink"
697. "I pink marble move west bump into bottom"
698. "I orange marble move west then red marble move north"
699. "I green marble move north bump into top I white"
700. "I white marble move east"
701. "I white marble move north bump into left"
702. "I white marble move south bump into left then brown marble move south"
703. "I yellow marble move west bump into bottom"
704. "I black marble move west bump into brown marble"
705. "I gray marble move east then brown marble move north"
706. "I blue marble move east bump into purple marble"
707. "I white marble move south bump into top I gray"
708. "I orange marble move north bump into top I cyan then black marble move west"
709. "I pink marble move east bump into blue marble"
710. "I pink marble move north bump into orange marble"
711. "I brown marble move north bump into top I gray then cyan marble move north"
712. "I blue marble move east"
