Enhanced Marble Language Dataset - Generated on 2025-05-31 01:44:20
================================================================================

Dataset Statistics:
256. "I brown move east then brown move east then brown move south bump bottom died | 5 | 6"
257. "I pink still bump left then pink move east then pink move south then pink move north then pink move east | 6"
258. "I gold born | 6"
259. "I pink move east bump right bump bottom died | 5 | 6"
260. "I orange born | 6"
261. "I cyan still bump left then cyan move west bump top bump left bump right then cyan move west bump bottom died | 5 | 6"
262. "I green move west bump left then green move east bump left bump left bump top then green move west | 6"
263. "I blue still then blue move north bump top then blue move east then blue move south then blue move west | 6"
264. "I blue move south bump then blue move east then blue move north bump top then blue move east bump right | 6"
265. "I brown born | 6"
266. "I teal move east bump right then teal move south bump bottom died | 5 | 6"
267. "I gold move south bump then gold move north then gold move north bump right then gold move south then gold move north | 6"
268. "I purple born | 6"
269. "I brown move east bump right then brown move north then brown move east bump top bump right bump bottom died | 5 | 6"
270. "I blue move south bump then blue move south bump top then blue move north bump left bump left then blue move west | 6"
271. "I red born | 6"
272. "I gold move south bump then gold move south then gold move south bump right bump bottom died | 5 | 6"
273. "I blue move east then blue move north bump right bump left bump left bump right bump right then blue move west | 6"
274. "I blue move east then blue move south bump left then blue move north bump right then blue move west | 6"
275. "I silver born | 6"
276. "I purple move north then purple move west then purple move west bump bottom died | 5 | 6"
277. "I silver move north bump top I red move south bump top then silver move south then silver move east | 6"
278. "I silver move west then silver move east bump left bump right then silver move west then silver move south | 6"
279. "I green move south bump top bump top bump right then green move south then green move north then green move south | 6"
280. "I yellow move east bump right then yellow move north bump right bump left then yellow move east then yellow move north | 6"
281. "I white born | 6"
282. "I blue move west bump top bump bottom died | 5 | 6"
283. "I orange move west bump left then orange move east then orange move north then orange move west then orange move south | 6"
284. "I silver still then silver move west then silver move south bump top then silver move east then silver move south | 6"
285. "I orange move south bump then orange move east bump right bump top bump left bump left then orange move north | 6"
286. "I silver move west bump left bump left bump top then silver move north bump right bump right bump right | 6"
287. "I red move south bump then red move south then red move north bump left then red move south then red move east | 6"
288. "I lime born | 6"
289. "I white move south bump then white move south bump bottom died | 5 | 6"
290. "I red move south bump bump left bump left then red move north then red move north then red move west | 6"
291. "I green move north then green move north then green move south then green move south then green move west | 6"
292. "I silver move east bump right then silver move south then silver move north bump top then silver move east | 6"
293. "I blue born | 6"
294. "I red move south bump bump bottom died | 5 | 6"
295. "I coral born | 6"
296. "I yellow move south then yellow move south bump bottom died | 5 | 6"
297. "I silver born | 6"
298. "I silver move west then silver move north then silver move north bump bottom died | 5 | 6"
299. "I indigo born | 6"
300. "I coral move south bump then coral move east bump bottom died | 5 | 6"
301. "I silver still bump left then silver move west bump left bump left bump left then silver move north bump right | 6"
302. "I indigo move south bump bump top bump top bump top then indigo move north bump left then indigo move west | 6"
303. "I lime move east then lime move east then lime move north bump top then lime move east then lime move south | 6"
304. "I violet born | 6"
305. "I lime move east bump right then lime move east bump left bump bottom died | 5 | 6"
306. "I cyan born | 6"
307. "I orange move east bump right then orange move south bump left then orange move south bump left bump bottom died | 5 | 6"
308. "I blue move west bump left then blue move south then blue move north then blue move east then blue move west | 6"
309. "I violet move north bump top I indigo move south then indigo move south bump indigo marble move west then violet move north | 6"
310. "I cyan move south bump then cyan move north then cyan move west then cyan move north bump top bump top | 6"
311. "I silver move south bump then silver move east then silver move west bump left then silver move west then silver move north | 6"
312. "I blue move east bump right then blue move south bump left bump top then blue move east bump right | 6"
313. "I navy born | 6"
314. "I cyan move west then cyan move north then cyan move north then cyan move east bump bottom died | 5 | 6"
315. "I blue still bump right then blue move north then blue move south then blue move west bump left then blue move east | 6"
316. "I cyan born | 6"
317. "I green move north bump top I silver move south bump top bump bottom died | 5 | 6"
318. "I white born | 6"
319. "I cyan move east bump right then cyan move south then cyan move north bump bottom died | 5 | 6"
320. "I blue still bump left then blue move east then blue move south bump left then blue move north then blue move west | 6"
321. "I white move north bump top I indigo move south bump left bump right then white move east bump right | 6"
322. "I violet still then violet move north then violet move south bump top then violet move east bump right then violet move west | 6"
323. "I indigo move east bump right bump top then indigo move north bump left then indigo move west then indigo move north | 6"
324. "I silver move west bump left then silver move west then silver move south then silver move east then silver move west | 6"
325. "I red born | 6"
326. "I white move east bump right then white move north bump right bump bottom died | 5 | 6"
327. "I purple born | 6"
328. "I red still bump right bump bottom died | 5 | 6"
329. "I blue move south bump left bump right bump top then blue move south bump top then blue move north | 6"
330. "I teal born | 6"
331. "I silver still bump right bump right then silver move east bump right then silver move south bump bottom died | 5 | 6"
332. "I blue move south bump bump left bump right then blue move north bump right bump top bump right then blue move west | 6"
333. "I indigo move south bump then indigo move south bump top bump top then indigo move east bump right then indigo move east | 6"
334. "I navy move west bump left then navy move south then navy move south then navy move west bump left | 6"
335. "I indigo still bump right then indigo move north then indigo move east then indigo move west then indigo move west | 6"
336. "I black born | 6"
337. "I purple still bump right bump bottom died | 5 | 6"
338. "I blue move north bump top I teal move south bump teal marble move east bump left then blue move east | 6"
339. "I blue still bump left then blue move west then blue move west bump left bump left then blue move east | 6"
340. "I red born | 6"
341. "I indigo move north then indigo move east bump right bump bottom died | 5 | 6"
342. "I gray born | 6"
343. "I blue still bump left then blue move south bump bottom died | 5 | 6"
344. "I black move east bump right bump left bump top bump top then black move east then black move north | 6"
345. "I blue born | 6"
346. "I gray move east bump right bump bottom died | 5 | 6"
347. "I silver born | 6"
348. "I red still bump bottom died | 5 | 6"
349. "I violet move east bump right then violet move west then violet move east then violet move south then violet move west | 6"
350. "I coral born | 6"
351. "I silver still bump right then silver move north bump top bump left bump bottom died | 5 | 6"
352. "I black move north bump top I blue move south then blue move south bump right bump blue marble move east | 6"
353. "I black still then black move north bump right bump top then black move north then black move west bump right | 6"
354. "I navy move west bump left then navy move south then navy move north then navy move south then navy move west | 6"
355. "I coral move north bump top I teal move south then coral move east bump teal marble move east bump teal marble move east | 6"
356. "I coral move north bump left then coral move west then coral move west then coral move north bump right | 6"
357. "I yellow born | 6"
358. "I teal move east bump right then teal move north bump left then teal move west bump bottom died | 5 | 6"
359. "I blue move north bump top I yellow move south then blue move north bump yellow marble move north then blue move south | 6"
360. "I coral move north bump top I navy move south bump right bump right then coral move north bump top | 6"
361. "I black born | 6"
362. "I black still bump left bump left bump left bump left bump top bump bottom died | 5 | 6"
363. "I blue move west then blue move south then blue move south bump left bump left then blue move north | 6"
364. "I green born | 6"
365. "I blue still bump left bump right then blue move north then blue move south bump bottom died | 5 | 6"
366. "I black move east bump right bump left then black move east bump top bump left then black move west | 6"
367. "I navy move west bump left bump top then navy move north bump top then navy move east then navy move west | 6"
368. "I green still bump left then green move east bump left bump top bump right then green move west then green move east | 6"
369. "I gray born | 6"
370. "I violet move south bump bump top bump left then violet move south bump bottom died | 5 | 6"
371. "I green still bump top I black move south then black move west bump black marble move south then green move north | 6"
372. "I gold born | 6"
373. "I green move south bump bump left then green move east then green move west bump top bump bottom died | 5 | 6"
374. "I gray move north bump top I navy move south then navy move north then gray move east bump navy marble move south | 6"
375. "I indigo born | 6"
376. "I gold move north bump top I black move south bump black marble move south bump bottom died | 5 | 6"
377. "I coral move south bump then coral move south bump right then coral move west bump left then coral move south | 6"
378. "I navy move north bump top I indigo move south bump right then navy move north then navy move east | 6"
379. "I black move east bump right then black move west then black move south then black move north then black move north | 6"
380. "I gray move north then gray move south then gray move west bump left bump right then gray move east | 6"
381. "I yellow move east then yellow move west then yellow move north then yellow move east bump top bump right | 6"
382. "I green born | 6"
383. "I indigo move west bump left then indigo move west bump bottom died | 5 | 6"
384. "I gray move south then gray move north bump top bump top bump right bump right then gray move east | 6"
385. "I gray still then gray move west then gray move south then gray move north bump top then gray move south | 6"
386. "I gray move south bump bump right then gray move west then gray move east then gray move east then gray move east | 6"
387. "I gray still then gray move east bump left then gray move south bump left bump right bump left then gray move south | 6"
388. "I yellow move north bump top I green move south bump green marble move west then yellow move south bump green marble move west | 6"
389. "I green move north bump top I black move south bump black marble move west then green move east then green move south | 6"
390. "I gray move south bump then gray move west then gray move west then gray move east then gray move north | 6"
391. "I coral move west bump left then coral move north bump left then coral move south then coral move west | 6"
392. "I black move west bump left bump top then black move east bump right bump left then black move west | 6"
393. "I gray move north bump top I black move south then black move east bump black marble move south then gray move west | 6"
394. "I green move west then green move east then green move north bump right bump top bump left then green move west | 6"
395. "I blue born | 6"
396. "I coral move west bump left then coral move south bump right bump bottom died | 5 | 6"
397. "I black move north bump top I blue move south then black move south bump left then black move south | 6"
398. "I brown born | 6"
399. "I yellow still bump right bump bottom died | 5 | 6"
400. "I black still then black move south then black move south bump top then black move north bump top bump right | 6"
401. "I pink born | 6"
402. "I green move north then green move north bump bottom died | 5 | 6"
403. "I yellow born | 6"
404. "I navy move south bump then navy move north then navy move north bump left bump left bump bottom died | 5 | 6"
405. "I cyan born | 6"
406. "I blue move north bump top I brown move south bump brown marble move west then blue move east bump bottom died | 5 | 6"
407. "I brown move south bump bump top then brown move south bump left bump right bump right bump right bump right | 6"
408. "I yellow born | 6"
409. "I yellow move west bump left then yellow move north bump left bump right bump bottom died | 5 | 6"
410. "I pink move south then pink move east then pink move north then pink move west bump left then pink move north | 6"
411. "I purple born | 6"
412. "I black move east bump right bump left then black move east then black move east bump bottom died | 5 | 6"
413. "I purple move south bump then purple move north bump right bump top bump left then purple move east then purple move east | 6"
414. "I silver born | 6"
415. "I cyan move west bump left bump left bump left bump bottom died | 5 | 6"
416. "I blue born | 6"
417. "I silver move north bump top I pink move south bump bottom died | 5 | 6"
418. "I pink move south bump then pink move north then pink move east then pink move east then pink move west | 6"
419. "I purple move south bump bump right then purple move south bump right then purple move north bump left bump top | 6"
420. "I brown still bump top I yellow move south then brown move south then brown move east bump yellow marble move west | 6"
421. "I blue move east bump right then blue move west bump top then blue move west then blue move south | 6"
422. "I purple move west bump left then purple move north then purple move west bump top then purple move west | 6"
423. "I black born | 6"
424. "I gray move east bump bottom died | 5 | 6"
425. "I teal born | 6"
426. "I purple still bump bottom died | 5 | 6"
427. "I black move south bump then black move west then black move south then black move south then black move north | 6"
428. "I coral born | 6"
429. "I black move east bump right then black move north bump right bump top then black move west bump bottom died | 5 | 6"
430. "I yellow still bump left then yellow move north bump top then yellow move south bump right bump top bump top | 6"
431. "I brown still then brown move west then brown move east bump left bump right then brown move west then brown move west | 6"
432. "I gray born | 6"
433. "I blue move north then blue move north bump top then blue move north bump bottom died | 5 | 6"
434. "I indigo born | 6"
435. "I gray still bump left bump top then gray move north bump bottom died | 5 | 6"
436. "I pink move east then pink move west bump top then pink move north bump right then pink move east | 6"
437. "I teal move east bump right then teal move north then teal move north then teal move west bump left | 6"
438. "I indigo move east bump right then indigo move west then indigo move north then indigo move east bump top | 6"
439. "I silver born | 6"
440. "I pink move south then pink move west then pink move south then pink move north bump top bump bottom died | 5 | 6"
441. "I lime born | 6"
442. "I teal move west then teal move north then teal move west bump bottom died | 5 | 6"
443. "I coral move north bump top I lime move south bump lime marble move north then coral move west then coral move east | 6"
444. "I silver move west bump left then silver move north bump right bump right then silver move east then silver move south | 6"
445. "I yellow move north then yellow move north bump right then yellow move east then yellow move south bump left | 6"
446. "I silver still bump top I yellow move south then yellow move south bump yellow marble move east bump yellow marble move west | 6"
447. "I yellow move south bump then yellow move west bump right then yellow move south then yellow move east bump left | 6"
448. "I indigo move north bump top I yellow move south then yellow move north then indigo move south bump yellow marble move south | 6"
449. "I silver move east bump right then silver move east then silver move north then silver move south then silver move west | 6"
450. "I gold born | 6"
451. "I silver move west bump left then silver move north bump left bump bottom died | 5 | 6"
452. "I yellow born | 6"
453. "I yellow still bump right then yellow move east then yellow move north bump bottom died | 5 | 6"
454. "I brown move north bump top I lime move south bump right then brown move east then brown move east | 6"
455. "I yellow move south bump bump right then yellow move south then yellow move north bump top bump left bump top | 6"
456. "I gold move south then gold move north then gold move west bump right bump left bump left then gold move west | 6"
457. "I yellow move south bump then yellow move south bump top bump top then yellow move west bump left bump top | 6"
458. "I orange born | 6"
459. "I brown still bump bottom died | 5 | 6"
460. "I navy born | 6"
461. "I gold move west bump bottom died | 5 | 6"
462. "I orange born | 6"
463. "I orange move south bump then orange move south then orange move south bump bottom died | 5 | 6"
464. "I yellow move west bump left then yellow move east bump top then yellow move west then yellow move north | 6"
465. "I lime move east bump right then lime move north then lime move north bump right bump top bump left | 6"
466. "I orange move south bump then orange move west then orange move east then orange move west then orange move west | 6"
467. "I yellow move north bump top I navy move south then yellow move north bump navy marble move west then yellow move east | 6"
468. "I indigo move south bump then indigo move south then indigo move north bump top bump right bump right then indigo move north | 6"
469. "I indigo still bump left then indigo move north then indigo move north then indigo move east then indigo move south | 6"
470. "I white born | 6"
471. "I navy move west bump left then navy move north then navy move east bump bottom died | 5 | 6"
472. "I brown born | 6"
473. "I yellow move south then yellow move north then yellow move east bump left then yellow move west bump bottom died | 5 | 6"
474. "I coral move east then coral move east then coral move north bump left then coral move east bump right | 6"
475. "I green born | 6"
476. "I lime move north then lime move south then lime move east bump bottom died | 5 | 6"
477. "I white move west bump left bump right then white move south then white move north bump top then white move east | 6"
